Section,Township,Township Direction,Range,Range Direction,Baseline,Side,Length,Degrees,Minutes,Seconds,Alignment,North Reference,Concatenation,API
15,3,2,1,1,2,East-Up2,1326.98,0,10,7,2,T,1532112East-Up2,4.30E+13
15,3,2,1,1,2,East-Up1,1326.75,0,25,25,4,T,1532112East-Up1,4.30E+13
15,3,2,1,1,2,East-Down1,1326.64,0,7,37,4,T,1532112East-Down1,4.30E+13
15,3,2,1,1,2,East-Down2,1318.55,0,23,48,4,T,1532112East-Down2,4.30E+13
15,3,2,1,1,2,North-Left2,1323,89,47,38,2,T,1532112North-Left2,4.30E+13
15,3,2,1,1,2,North-Left1,1315.46,89,35,33,1,T,1532112North-Left1,4.30E+13
15,3,2,1,1,2,North-Right1,1326.71,89,5,28,1,T,1532112North-Right1,4.30E+13
15,3,2,1,1,2,North-Right2,1327.61,89,17,10,2,T,1532112North-Right2,4.30E+13
15,3,2,1,1,2,South-Left2,0,0,0,0,0,T,1532112South-Left2,4.30E+13
15,3,2,1,1,2,South-Left1,2635.6,89,40,23,1,T,1532112South-Left1,4.30E+13
15,3,2,1,1,2,South-Right1,2681.21,89,58,39,2,T,1532112South-Right1,4.30E+13
15,3,2,1,1,2,South-Right2,0,0,0,0,0,T,1532112South-Right2,4.30E+13
10,3,2,1,1,2,West-Up2,1326.46,0,34,23,2,T,1032112West-Up2,4.30E+13
10,3,2,1,1,2,West-Up1,1326.37,0,30,55,2,T,1032112West-Up1,4.30E+13
10,3,2,1,1,2,West-Down1,1332.34,1,15,55,2,T,1032112West-Down1,4.30E+13
10,3,2,1,1,2,West-Down2,1333.18,0,20,45,4,T,1032112West-Down2,4.30E+13
10,3,2,1,1,2,East-Up2,0,0,0,0,0,T,1032112East-Up2,4.30E+13
10,3,2,1,1,2,East-Up1,2656.61,0,28,19,2,T,1032112East-Up1,4.30E+13
10,3,2,1,1,2,East-Down1,2656.21,1,2,25,2,T,1032112East-Down1,4.30E+13
10,3,2,1,1,2,East-Down2,0,0,0,0,0,T,1032112East-Down2,4.30E+13
10,3,2,1,1,2,North-Left2,0,0,0,0,0,T,1032112North-Left2,4.30E+13
10,3,2,1,1,2,North-Left1,2635.6,89,40,23,1,T,1032112North-Left1,4.30E+13
10,3,2,1,1,2,North-Right1,2681.21,89,58,39,2,T,1032112North-Right1,4.30E+13
10,3,2,1,1,2,North-Right2,0,0,0,0,0,T,1032112North-Right2,4.30E+13
10,3,2,1,1,2,South-Left2,1323,89,47,38,2,T,1032112South-Left2,4.30E+13
10,3,2,1,1,2,South-Left1,1315.46,89,35,33,1,T,1032112South-Left1,4.30E+13
10,3,2,1,1,2,South-Right1,1326.71,89,5,28,1,T,1032112South-Right1,4.30E+13
10,3,2,1,1,2,South-Right2,1327.61,89,17,10,2,T,1032112South-Right2,4.30E+13
3,3,2,1,1,2,West-Up2,0,0,0,0,0,T,332112West-Up2,4.30E+13
3,3,2,1,1,2,West-Up1,5340.92,0,31,3,2,T,332112West-Up1,4.30E+13
3,3,2,1,1,2,West-Down1,0,0,0,0,0,T,332112West-Down1,4.30E+13
3,3,2,1,1,2,West-Down2,0,0,0,0,0,T,332112West-Down2,4.30E+13
3,3,2,1,1,2,East-Up2,1323.84,0,16,33,2,T,332112East-Up2,4.30E+13
3,3,2,1,1,2,East-Up1,1320.31,0,17,9,2,T,332112East-Up1,4.30E+13
3,3,2,1,1,2,East-Down1,1327.16,0,18,29,2,T,332112East-Down1,4.30E+13
3,3,2,1,1,2,East-Down2,1327.52,0,20,26,2,T,332112East-Down2,4.30E+13
3,3,2,1,1,2,North-Left2,36,89,34,50,1,T,332112North-Left2,4.30E+13
3,3,2,1,1,2,North-Left1,2621.6,89,34,50,1,T,332112North-Left1,4.30E+13
3,3,2,1,1,2,North-Right1,1323.68,89,19,48,1,T,332112North-Right1,4.30E+13
3,3,2,1,1,2,North-Right2,1315.39,89,56,43,1,T,332112North-Right2,4.30E+13
3,3,2,1,1,2,South-Left2,1320.95,89,43,23,2,T,332112South-Left2,4.30E+13
3,3,2,1,1,2,South-Left1,1320.9,89,42,59,2,T,332112South-Left1,4.30E+13
3,3,2,1,1,2,South-Right1,1319.07,89,51,38,1,T,332112South-Right1,4.30E+13
3,3,2,1,1,2,South-Right2,1319.89,89,50,25,1,T,332112South-Right2,4.30E+13
21,3,2,1,2,2,West-Up2,1320.43,0,9,1,4,T,2132122West-Up2,4.30E+13
21,3,2,1,2,2,West-Up1,1320.43,0,9,1,4,T,2132122West-Up1,4.30E+13
21,3,2,1,2,2,West-Down1,1313.37,0,9,13,4,T,2132122West-Down1,4.30E+13
21,3,2,1,2,2,West-Down2,1321.48,0,0,13,4,T,2132122West-Down2,4.30E+13
21,3,2,1,2,2,East-Up2,0,0,0,0,0,T,2132122East-Up2,4.30E+13
21,3,2,1,2,2,East-Up1,2637.78,0,14,57,2,T,2132122East-Up1,4.30E+13
21,3,2,1,2,2,East-Down1,2672.07,0,14,57,2,T,2132122East-Down1,4.30E+13
21,3,2,1,2,2,East-Down2,0,0,0,0,0,T,2132122East-Down2,4.30E+13
21,3,2,1,2,2,North-Left2,1325.58,89,53,20,3,T,2132122North-Left2,4.30E+13
21,3,2,1,2,2,North-Left1,1318.12,89,56,56,3,T,2132122North-Left1,4.30E+13
21,3,2,1,2,2,North-Right1,2641.17,89,55,18,1,T,2132122North-Right1,4.30E+13
21,3,2,1,2,2,North-Right2,0,0,0,0,0,T,2132122North-Right2,4.30E+13
21,3,2,1,2,2,South-Left2,0,0,0,0,0,T,2132122South-Left2,4.30E+13
21,3,2,1,2,2,South-Left1,2608.11,89,40,35,1,T,2132122South-Left1,4.30E+13
21,3,2,1,2,2,South-Right1,2643.25,89,34,58,1,T,2132122South-Right1,4.30E+13
21,3,2,1,2,2,South-Right2,0,0,0,0,0,T,2132122South-Right2,4.30E+13
32,3,2,1,1,2,West-Up2,1322.2,0,57,38,1,T,3232112West-Up2,4.30E+13
32,3,2,1,1,2,West-Up1,1322.2,0,57,38,1,T,3232112West-Up1,4.30E+13
32,3,2,1,1,2,West-Down1,1334.05,0,57,38,1,T,3232112West-Down1,4.30E+13
32,3,2,1,1,2,West-Down2,1334.05,0,57,38,1,T,3232112West-Down2,4.30E+13
32,3,2,1,1,2,East-Up2,0,0,0,0,0,T,3232112East-Up2,4.30E+13
32,3,2,1,1,2,East-Up1,2643.2,1,1,55,1,T,3232112East-Up1,4.30E+13
32,3,2,1,1,2,East-Down1,2640.79,0,58,46,1,T,3232112East-Down1,4.30E+13
32,3,2,1,1,2,East-Down2,0,0,0,0,0,T,3232112East-Down2,4.30E+13
32,3,2,1,1,2,North-Left2,1331.9,89,3,34,2,T,3232112North-Left2,4.30E+13
32,3,2,1,1,2,North-Left1,1307.97,89,3,34,2,T,3232112North-Left1,4.30E+13
32,3,2,1,1,2,North-Right1,1307.96,89,3,34,2,T,3232112North-Right1,4.30E+13
32,3,2,1,1,2,North-Right2,1307.96,89,3,34,2,T,3232112North-Right2,4.30E+13
32,3,2,1,1,2,South-Left2,1314.94,88,41,27,2,T,3232112South-Left2,4.30E+13
32,3,2,1,1,2,South-Left1,1374.89,88,41,27,2,T,3232112South-Left1,4.30E+13
32,3,2,1,1,2,South-Right1,2569.87,88,48,21,2,T,3232112South-Right1,4.30E+13
32,3,2,1,1,2,South-Right2,0,0,0,0,0,T,3232112South-Right2,4.30E+13
29,3,2,1,1,2,West-Up2,0,0,0,0,0,T,2932112West-Up2,4.30E+13
29,3,2,1,1,2,West-Up1,5258.11,0,50,14,4,T,2932112West-Up1,4.30E+13
29,3,2,1,1,2,West-Down1,0,0,0,0,0,T,2932112West-Down1,4.30E+13
29,3,2,1,1,2,West-Down2,0,0,0,0,0,T,2932112West-Down2,4.30E+13
29,3,2,1,1,2,East-Up2,0,0,0,0,0,T,2932112East-Up2,4.30E+13
29,3,2,1,1,2,East-Up1,5273.87,1,7,31,1,T,2932112East-Up1,4.30E+13
29,3,2,1,1,2,East-Down1,0,0,0,0,0,T,2932112East-Down1,4.30E+13
29,3,2,1,1,2,East-Down2,0,0,0,0,0,T,2932112East-Down2,4.30E+13
29,3,2,1,1,2,North-Left2,0,0,0,0,0,T,2932112North-Left2,4.30E+13
29,3,2,1,1,2,North-Left1,5229,88,53,13,2,T,2932112North-Left1,4.30E+13
29,3,2,1,1,2,North-Right1,0,0,0,0,0,T,2932112North-Right1,4.30E+13
29,3,2,1,1,2,North-Right2,0,0,0,0,0,T,2932112North-Right2,4.30E+13
29,3,2,1,1,2,South-Left2,0,0,0,0,0,T,2932112South-Left2,4.30E+13
29,3,2,1,1,2,South-Left1,5255.8,89,3,34,2,T,2932112South-Left1,4.30E+13
29,3,2,1,1,2,South-Right1,0,0,0,0,0,T,2932112South-Right1,4.30E+13
29,3,2,1,1,2,South-Right2,0,0,0,0,0,T,2932112South-Right2,4.30E+13
19,2,2,1,1,2,West-Up2,1315.03,0,6,49,4,T,1922112West-Up2,4.30E+13
19,2,2,1,1,2,West-Up1,1316.4,0,7,23,4,T,1922112West-Up1,4.30E+13
19,2,2,1,1,2,West-Down1,1321.99,0,6,3,4,T,1922112West-Down1,4.30E+13
19,2,2,1,1,2,West-Down2,1328.2,0,6,32,4,T,1922112West-Down2,4.30E+13
19,2,2,1,1,2,East-Up2,1316.96,0,7,5,3,T,1922112East-Up2,4.30E+13
19,2,2,1,1,2,East-Up1,1316.96,0,7,5,3,T,1922112East-Up1,4.30E+13
19,2,2,1,1,2,East-Down1,1320.06,0,7,42,1,T,1922112East-Down1,4.30E+13
19,2,2,1,1,2,East-Down2,1320.06,0,7,42,1,T,1922112East-Down2,4.30E+13
19,2,2,1,1,2,North-Left2,1313.52,89,34,29,1,T,1922112North-Left2,4.30E+13
19,2,2,1,1,2,North-Left1,1337.28,89,6,48,1,T,1922112North-Left1,4.30E+13
19,2,2,1,1,2,North-Right1,1303.01,89,21,32,4,T,1922112North-Right1,4.30E+13
19,2,2,1,1,2,North-Right2,1324.94,89,21,32,4,T,1922112North-Right2,4.30E+13
19,2,2,1,1,2,South-Left2,0,0,0,0,0,T,1922112South-Left2,4.30E+13
19,2,2,1,1,2,South-Left1,2625.63,89,27,23,4,T,1922112South-Left1,4.30E+13
19,2,2,1,1,2,South-Right1,1323.22,89,24,25,4,T,1922112South-Right1,4.30E+13
19,2,2,1,1,2,South-Right2,1319.99,89,24,25,4,T,1922112South-Right2,4.30E+13
1,3,2,1,2,2,West-Up2,1310.02,0,13,46,2,T,132122West-Up2,4.30E+13
1,3,2,1,2,2,West-Up1,1310.02,0,13,46,2,T,132122West-Up1,4.30E+13
1,3,2,1,2,2,West-Down1,2686.33,0,28,37,4,T,132122West-Down1,4.30E+13
1,3,2,1,2,2,West-Down2,0,0,0,0,0,T,132122West-Down2,4.30E+13
1,3,2,1,2,2,East-Up2,1327.14,0,8,37,4,T,132122East-Up2,4.30E+13
1,3,2,1,2,2,East-Up1,1327.14,0,8,37,4,T,132122East-Up1,4.30E+13
1,3,2,1,2,2,East-Down1,2654.29,0,8,37,4,T,132122East-Down1,4.30E+13
1,3,2,1,2,2,East-Down2,0,0,0,0,0,T,132122East-Down2,4.30E+13
1,3,2,1,2,2,North-Left2,1316.28,89,55,10,1,T,132122North-Left2,4.30E+13
1,3,2,1,2,2,North-Left1,1316.28,89,55,10,1,T,132122North-Left1,4.30E+13
1,3,2,1,2,2,North-Right1,1320.27,89,55,10,1,T,132122North-Right1,4.30E+13
1,3,2,1,2,2,North-Right2,1333.38,89,59,23,1,T,132122North-Right2,4.30E+13
1,3,2,1,2,2,South-Left2,1322.21,89,54,24,1,T,132122South-Left2,4.30E+13
1,3,2,1,2,2,South-Left1,1321.57,89,54,21,1,T,132122South-Left1,4.30E+13
1,3,2,1,2,2,South-Right1,1321.93,89,55,6,1,T,132122South-Right1,4.30E+13
1,3,2,1,2,2,South-Right2,1321.96,89,55,6,1,T,132122South-Right2,4.30E+13
36,2,2,1,2,2,West-Up2,1322.11,0,4,59,2,T,3622122West-Up2,4.30E+13
36,2,2,1,2,2,West-Up1,1322.11,0,4,59,2,T,3622122West-Up1,4.30E+13
36,2,2,1,2,2,West-Down1,1322.13,0,2,57,4,T,3622122West-Down1,4.30E+13
36,2,2,1,2,2,West-Down2,1328,0,9,32,4,T,3622122West-Down2,4.30E+13
36,2,2,1,2,2,East-Up2,0,0,0,0,0,T,3622122East-Up2,4.30E+13
36,2,2,1,2,2,East-Up1,2642.78,0,0,49,4,T,3622122East-Up1,4.30E+13
36,2,2,1,2,2,East-Down1,2645.85,0,28,7,4,T,3622122East-Down1,4.30E+13
36,2,2,1,2,2,East-Down2,0,0,0,0,0,T,3622122East-Down2,4.30E+13
36,2,2,1,2,2,North-Left2,1314.24,89,52,16,1,T,3622122North-Left2,4.30E+13
36,2,2,1,2,2,North-Left1,1302.62,89,52,16,1,T,3622122North-Left1,4.30E+13
36,2,2,1,2,2,North-Right1,1308.45,88,13,6,2,T,3622122North-Right1,4.30E+13
36,2,2,1,2,2,North-Right2,1341.05,88,1,3,1,T,3622122North-Right2,4.30E+13
36,2,2,1,2,2,South-Left2,1316.28,89,55,10,1,T,3622122South-Left2,4.30E+13
36,2,2,1,2,2,South-Left1,1316.28,89,55,10,1,T,3622122South-Left1,4.30E+13
36,2,2,1,2,2,South-Right1,1320.27,89,55,10,1,T,3622122South-Right1,4.30E+13
36,2,2,1,2,2,South-Right2,1333.38,89,59,23,1,T,3622122South-Right2,4.30E+13
36,3,2,1,2,2,West-Up2,1322.11,0,4,59,2,T,3632122West-Up2,4.30E+13
36,3,2,1,2,2,West-Up1,1322.11,0,4,59,2,T,3632122West-Up1,4.30E+13
36,3,2,1,2,2,West-Down1,1322.13,0,2,57,4,T,3632122West-Down1,4.30E+13
36,3,2,1,2,2,West-Down2,1328,0,9,32,4,T,3632122West-Down2,4.30E+13
36,3,2,1,2,2,East-Up2,0,0,0,0,0,T,3632122East-Up2,4.30E+13
36,3,2,1,2,2,East-Up1,2642.78,0,0,49,4,T,3632122East-Up1,4.30E+13
36,3,2,1,2,2,East-Down1,2645.85,0,28,7,4,T,3632122East-Down1,4.30E+13
36,3,2,1,2,2,East-Down2,0,0,0,0,0,T,3632122East-Down2,4.30E+13
36,3,2,1,2,2,North-Left2,1314.24,89,52,16,1,T,3632122North-Left2,4.30E+13
36,3,2,1,2,2,North-Left1,1302.62,89,52,16,1,T,3632122North-Left1,4.30E+13
36,3,2,1,2,2,North-Right1,1308.45,88,13,6,2,T,3632122North-Right1,4.30E+13
36,3,2,1,2,2,North-Right2,1341.05,88,1,3,1,T,3632122North-Right2,4.30E+13
36,3,2,1,2,2,South-Left2,1316.28,89,55,10,1,T,3632122South-Left2,4.30E+13
36,3,2,1,2,2,South-Left1,1316.28,89,55,10,1,T,3632122South-Left1,4.30E+13
36,3,2,1,2,2,South-Right1,1320.27,89,55,10,1,T,3632122South-Right1,4.30E+13
36,3,2,1,2,2,South-Right2,1333.38,89,59,23,1,T,3632122South-Right2,4.30E+13
25,3,2,1,2,2,West-Up2,1324.32,0,11,39,3,T,2532122West-Up2,4.30E+13
25,3,2,1,2,2,West-Up1,1325.25,0,11,39,3,T,2532122West-Up1,4.30E+13
25,3,2,1,2,2,West-Down1,1339,0,16,39,3,T,2532122West-Down1,4.30E+13
25,3,2,1,2,2,West-Down2,1336.18,0,16,37,3,T,2532122West-Down2,4.30E+13
25,3,2,1,2,2,East-Up2,1328.26,0,15,52,3,T,2532122East-Up2,4.30E+13
25,3,2,1,2,2,East-Up1,1322.85,0,0,5,3,T,2532122East-Up1,4.30E+13
25,3,2,1,2,2,East-Down1,1324.9,0,3,36,1,T,2532122East-Down1,4.30E+13
25,3,2,1,2,2,East-Down2,1374.7,0,2,15,1,T,2532122East-Down2,4.30E+13
25,3,2,1,2,2,North-Left2,1317.46,89,45,51,4,T,2532122North-Left2,4.30E+13
25,3,2,1,2,2,North-Left1,1317.46,89,45,51,4,T,2532122North-Left1,4.30E+13
25,3,2,1,2,2,North-Right1,1317.46,89,45,51,4,T,2532122North-Right1,4.30E+13
25,3,2,1,2,2,North-Right2,1317.46,89,45,51,4,T,2532122North-Right2,4.30E+13
25,3,2,1,2,2,South-Left2,1328.62,89,33,48,1,T,2532122South-Left2,4.30E+13
25,3,2,1,2,2,South-Left1,1328.62,89,33,48,1,T,2532122South-Left1,4.30E+13
25,3,2,1,2,2,South-Right1,1315.42,89,24,8,1,T,2532122South-Right1,4.30E+13
25,3,2,1,2,2,South-Right2,1315.42,89,24,8,1,T,2532122South-Right2,4.30E+13
24,3,2,1,2,2,West-Up2,0,0,0,0,0,T,2432122West-Up2,4.30E+13
24,3,2,1,2,2,West-Up1,2616.23,0,4,26,2,T,2432122West-Up1,4.30E+13
24,3,2,1,2,2,West-Down1,2644.08,0,5,26,4,T,2432122West-Down1,4.30E+13
24,3,2,1,2,2,West-Down2,0,0,0,0,0,T,2432122West-Down2,4.30E+13
24,3,2,1,2,2,East-Up2,0,0,0,0,0,T,2432122East-Up2,4.30E+13
24,3,2,1,2,2,East-Up1,2641.75,0,2,22,4,T,2432122East-Up1,4.30E+13
24,3,2,1,2,2,East-Down1,2629.59,0,7,30,4,T,2432122East-Down1,4.30E+13
24,3,2,1,2,2,East-Down2,0,0,0,0,0,T,2432122East-Down2,4.30E+13
24,3,2,1,2,2,North-Left2,1320.19,89,44,10,1,T,2432122North-Left2,4.30E+13
24,3,2,1,2,2,North-Left1,1320.14,89,49,37,2,T,2432122North-Left1,4.30E+13
24,3,2,1,2,2,North-Right1,1320.53,89,52,7,2,T,2432122North-Right1,4.30E+13
24,3,2,1,2,2,North-Right2,1320.53,89,52,7,2,T,2432122North-Right2,4.30E+13
24,3,2,1,2,2,South-Left2,0,0,0,0,0,T,2432122South-Left2,4.30E+13
24,3,2,1,2,2,South-Left1,2636.51,89,56,33,4,T,2432122South-Left1,4.30E+13
24,3,2,1,2,2,South-Right1,2651.64,89,54,17,4,T,2432122South-Right1,4.30E+13
24,3,2,1,2,2,South-Right2,0,0,0,0,0,T,2432122South-Right2,4.30E+13
30,3,2,2,1,2,West-Up2,1320.5,0,15,21,2,T,3032212West-Up2,4304756480
30,3,2,2,1,2,West-Up1,1321.44,0,5,5,2,T,3032212West-Up1,4304756480
30,3,2,2,1,2,West-Down1,1321.88,0,19,59,2,T,3032212West-Down1,4304756480
30,3,2,2,1,2,West-Down2,1307.26,0,42,7,4,T,3032212West-Down2,4304756480
30,3,2,2,1,2,East-Up2,1282.03,0,7,28,2,T,3032212East-Up2,4304756480
30,3,2,2,1,2,East-Up1,1318.45,0,3,21,4,T,3032212East-Up1,4304756480
30,3,2,2,1,2,East-Down1,1295.91,0,42,35,3,T,3032212East-Down1,4304756480
30,3,2,2,1,2,East-Down2,1348.91,0,43,34,1,T,3032212East-Down2,4304756480
30,3,2,2,1,2,North-Left2,1336.2,89,22,4,4,T,3032212North-Left2,4304756480
30,3,2,2,1,2,North-Left1,1323.33,89,22,55,4,T,3032212North-Left1,4304756480
30,3,2,2,1,2,North-Right1,1324.8,89,37,34,4,T,3032212North-Right1,4304756480
30,3,2,2,1,2,North-Right2,1324.34,87,12,44,4,T,3032212North-Right2,4304756480
30,3,2,2,1,2,South-Left2,1347.56,89,1,1,1,T,3032212South-Left2,4304756480
30,3,2,2,1,2,South-Left1,1317.26,89,1,1,1,T,3032212South-Left1,4304756480
30,3,2,2,1,2,South-Right1,1317.26,89,1,1,1,T,3032212South-Right1,4304756480
30,3,2,2,1,2,South-Right2,1324.49,89,41,33,4,T,3032212South-Right2,4304756480
31,3,2,2,1,2,West-Up2,1341.12,0,52,41,3,T,3132212West-Up2,4304756485
31,3,2,2,1,2,West-Up1,1322.88,0,4,37,4,T,3132212West-Up1,4304756485
31,3,2,2,1,2,West-Down1,1325.2,0,14,58,1,T,3132212West-Down1,4304756485
31,3,2,2,1,2,West-Down2,1320.05,0,11,36,3,T,3132212West-Down2,4304756485
31,3,2,2,1,2,East-Up2,1322.94,0,8,20,3,T,3132212East-Up2,4304756485
31,3,2,2,1,2,East-Up1,1322.58,0,25,14,3,T,3132212East-Up1,4304756485
31,3,2,2,1,2,East-Down1,1321.37,0,6,7,3,T,3132212East-Down1,4304756485
31,3,2,2,1,2,East-Down2,1323.47,0,7,14,1,T,3132212East-Down2,4304756485
31,3,2,2,1,2,North-Left2,1347.56,89,1,1,1,T,3132212North-Left2,4304756485
31,3,2,2,1,2,North-Left1,1317.26,89,1,1,1,T,3132212North-Left1,4304756485
31,3,2,2,1,2,North-Right1,1317.26,89,1,1,1,T,3132212North-Right1,4304756485
31,3,2,2,1,2,North-Right2,1324.49,89,41,33,4,T,3132212North-Right2,4304756485
31,3,2,2,1,2,South-Left2,1336.58,89,23,20,1,T,3132212South-Left2,4304756485
31,3,2,2,1,2,South-Left1,1322.66,89,18,8,1,T,3132212South-Left1,4304756485
31,3,2,2,1,2,South-Right1,1323.64,89,27,57,1,T,3132212South-Right1,4304756485
31,3,2,2,1,2,South-Right2,1328.48,89,24,5,1,T,3132212South-Right2,4304756485
29,3,2,2,1,2,West-Up2,1320.5,0,15,21,2,T,2932212West-Up2,4304756505
29,3,2,2,1,2,West-Up1,1321.44,0,5,5,2,T,2932212West-Up1,4304756505
29,3,2,2,1,2,West-Down1,1321.88,0,19,59,2,T,2932212West-Down1,4304756505
29,3,2,2,1,2,West-Down2,1307.26,0,42,7,4,T,2932212West-Down2,4304756505
29,3,2,2,1,2,East-Up2,1282.03,0,7,28,2,T,2932212East-Up2,4304756505
29,3,2,2,1,2,East-Up1,1318.45,0,3,21,4,T,2932212East-Up1,4304756505
29,3,2,2,1,2,East-Down1,1295.91,0,42,35,3,T,2932212East-Down1,4304756505
29,3,2,2,1,2,East-Down2,1348.91,0,43,34,1,T,2932212East-Down2,4304756505
29,3,2,2,1,2,North-Left2,1336.2,89,22,4,4,T,2932212North-Left2,4304756505
29,3,2,2,1,2,North-Left1,1323.33,89,22,55,4,T,2932212North-Left1,4304756505
29,3,2,2,1,2,North-Right1,1324.8,89,37,34,4,T,2932212North-Right1,4304756505
29,3,2,2,1,2,North-Right2,1324.34,87,12,44,4,T,2932212North-Right2,4304756505
29,3,2,2,1,2,South-Left2,1347.56,89,1,1,1,T,2932212South-Left2,4304756505
29,3,2,2,1,2,South-Left1,1317.26,89,1,1,1,T,2932212South-Left1,4304756505
29,3,2,2,1,2,South-Right1,1317.26,89,1,1,1,T,2932212South-Right1,4304756505
29,3,2,2,1,2,South-Right2,1324.49,89,41,33,4,T,2932212South-Right2,4304756505
17,3,2,1,1,2,West-Up2,0,0,0,0,0,T,1732112West-Up2,4.30E+13
17,3,2,1,1,2,West-Up1,2641.31,1,3,8,4,T,1732112West-Up1,4.30E+13
17,3,2,1,1,2,West-Down1,2648.34,0,58,13,1,T,1732112West-Down1,4.30E+13
17,3,2,1,1,2,West-Down2,0,0,0,0,0,T,1732112West-Down2,4.30E+13
17,3,2,1,1,2,East-Up2,0,0,0,0,0,T,1732112East-Up2,4.30E+13
17,3,2,1,1,2,East-Up1,2660.83,1,19,4,4,T,1732112East-Up1,4.30E+13
17,3,2,1,1,2,East-Down1,2627.99,0,46,26,4,T,1732112East-Down1,4.30E+13
17,3,2,1,1,2,East-Down2,0,0,0,0,0,T,1732112East-Down2,4.30E+13
17,3,2,1,1,2,North-Left2,0,0,0,0,0,T,1732112North-Left2,4.30E+13
17,3,2,1,1,2,North-Left1,2629.45,89,10,57,2,T,1732112North-Left1,4.30E+13
17,3,2,1,1,2,North-Right1,2638.69,89,10,0,2,T,1732112North-Right1,4.30E+13
17,3,2,1,1,2,North-Right2,0,0,0,0,0,T,1732112North-Right2,4.30E+13
17,3,2,1,1,2,South-Left2,0,0,0,0,0,T,1732112South-Left2,4.30E+13
17,3,2,1,1,2,South-Left1,2637.42,88,58,55,2,T,1732112South-Left1,4.30E+13
17,3,2,1,1,2,South-Right1,2634.09,89,20,54,2,T,1732112South-Right1,4.30E+13
17,3,2,1,1,2,South-Right2,0,0,0,0,0,T,1732112South-Right2,4.30E+13
7,3,2,1,1,2,West-Up2,2486.8,0,21,16,2,T,732112West-Up2,4304756711
7,3,2,1,1,2,West-Up1,155.69,0,0,43,4,T,732112West-Up1,4304756711
7,3,2,1,1,2,West-Down1,2642.6,0,0,43,4,T,732112West-Down1,4304756711
7,3,2,1,1,2,West-Down2,0,0,0,0,0,T,732112West-Down2,4304756711
7,3,2,1,1,2,East-Up2,0,0,0,0,0,T,732112East-Up2,4304756711
7,3,2,1,1,2,East-Up1,2640.69,0,6,25,2,T,732112East-Up1,4304756711
7,3,2,1,1,2,East-Down1,2637.11,0,1,26,2,T,732112East-Down1,4304756711
7,3,2,1,1,2,East-Down2,0,0,0,0,0,T,732112East-Down2,4304756711
7,3,2,1,1,2,North-Left2,0,0,0,0,0,T,732112North-Left2,4304756711
7,3,2,1,1,2,North-Left1,2574.58,89,54,45,3,T,732112North-Left1,4304756711
7,3,2,1,1,2,North-Right1,2644.02,89,54,45,3,T,732112North-Right1,4304756711
7,3,2,1,1,2,North-Right2,0,0,0,0,0,T,732112North-Right2,4304756711
7,3,2,1,1,2,South-Left2,0,0,0,0,0,T,732112South-Left2,4304756711
7,3,2,1,1,2,South-Left1,2584,89,46,52,3,T,732112South-Left1,4304756711
7,3,2,1,1,2,South-Right1,2643.4,89,53,4,3,T,732112South-Right1,4304756711
7,3,2,1,1,2,South-Right2,0,0,0,0,0,T,732112South-Right2,4304756711
12,2,2,3,2,2,West-Up2,1270.77,0,26,3,4,T,1222322West-Up2,4301353880
12,2,2,3,2,2,West-Up1,1318.27,0,26,21,4,T,1222322West-Up1,4301353880
12,2,2,3,2,2,West-Down1,1313.61,0,12,33,2,T,1222322West-Down1,4301353880
12,2,2,3,2,2,West-Down2,1313.65,0,12,47,2,T,1222322West-Down2,4301353880
12,2,2,3,2,2,East-Up2,1333.97,0,25,49,4,T,1222322East-Up2,4301353880
12,2,2,3,2,2,East-Up1,1323.74,0,57,54,2,T,1222322East-Up1,4301353880
12,2,2,3,2,2,East-Down1,1312.92,0,30,49,2,T,1222322East-Down1,4301353880
12,2,2,3,2,2,East-Down2,1312.92,0,30,49,2,T,1222322East-Down2,4301353880
12,2,2,3,2,2,North-Left2,1311.17,89,50,10,3,T,1222322North-Left2,4301353880
12,2,2,3,2,2,North-Left1,1335.22,88,26,15,3,T,1222322North-Left1,4301353880
12,2,2,3,2,2,North-Right1,1336.09,88,25,40,3,T,1222322North-Right1,4301353880
12,2,2,3,2,2,North-Right2,1313.17,89,53,36,4,T,1222322North-Right2,4301353880
12,2,2,3,2,2,South-Left2,1312.18,89,55,31,3,T,1222322South-Left2,4301353880
12,2,2,3,2,2,South-Left1,1312.18,89,55,31,3,T,1222322South-Left1,4301353880
12,2,2,3,2,2,South-Right1,1312.38,89,55,26,3,T,1222322South-Right1,4301353880
12,2,2,3,2,2,South-Right2,1312.06,89,54,15,2,T,1222322South-Right2,4301353880
6,2,2,3,2,2,West-Up2,1306.69,0,4,25,4,T,622322West-Up2,4301353880
6,2,2,3,2,2,West-Up1,1313.37,0,5,13,4,T,622322West-Up1,4301353880
6,2,2,3,2,2,West-Down1,1313.43,0,4,11,4,T,622322West-Down1,4301353880
6,2,2,3,2,2,West-Down2,1313.18,0,4,25,4,T,622322West-Down2,4301353880
6,2,2,3,2,2,East-Up2,0,0,1,1,2,T,622322East-Up2,4301353880
6,2,2,3,2,2,East-Up1,5272.65,0,0,53,4,T,622322East-Up1,4301353880
6,2,2,3,2,2,East-Down1,0,0,7,27,4,T,622322East-Down1,4301353880
6,2,2,3,2,2,East-Down2,0,0,7,27,4,T,622322East-Down2,4301353880
6,2,2,3,2,2,North-Left2,0,89,51,8,4,T,622322North-Left2,4301353880
