Section,Township,Township Direction,Range,Range Direction,Baseline,Side,Length,Degrees,Minutes,Seconds,Alignment,North Reference,Concatenation,API
1,5,2,2,1,2,East-Up2,1316.72,0,19,43,1,T,152212East-Up2,4.30476E+13
1,5,2,2,1,2,East-Up1,1324.88,0,19,14,1,T,152212East-Up1,4.30476E+13
1,5,2,2,1,2,East-Down1,1320.81,0,42,49,1,T,152212East-Down1,4.30476E+13
1,5,2,2,1,2,East-Down2,1320.63,0,43,39,1,T,152212East-Down2,4.30476E+13
1,5,2,2,1,2,North-Left2,1317.76,89,37,16,1,T,152212North-Left2,4.30476E+13
1,5,2,2,1,2,North-Left1,1318.6,89,38,6,1,T,152212North-Left1,4.30476E+13
1,5,2,2,1,2,North-Right1,1318.09,87,57,49,2,T,152212North-Right1,4.30476E+13
1,5,2,2,1,2,North-Right2,1319.7,87,57,41,2,T,152212North-Right2,4.30476E+13
1,5,2,2,1,2,South-Left2,1439.59,55,13,43,2,T,152212South-Left2,4.30476E+13
1,5,2,2,1,2,South-Left1,1015.52,89,58,33,4,T,152212South-Left1,4.30476E+13
1,5,2,2,1,2,South-Right1,1319.97,89,58,33,4,T,152212South-Right1,4.30476E+13
1,5,2,2,1,2,South-Right2,1319.97,89,58,33,4,T,152212South-Right2,4.30476E+13
1,3,2,1,2,2,West-Up2,0,0,0,0,0,T,132122West-Up2,4.30476E+13
1,3,2,1,2,2,West-Up1,1302.26,0,42,1,4,T,132122West-Up1,4.30476E+13
1,3,2,1,2,2,West-Down1,1318.36,0,42,1,4,T,132122West-Down1,4.30476E+13
1,3,2,1,2,2,West-Down2,2636.89,0,42,4,4,T,132122West-Down2,4.30476E+13
1,3,2,1,2,2,East-Up2,0,0,0,0,0,T,132122East-Up2,4.30476E+13
1,3,2,1,2,2,East-Up1,2606,0,19,48,4,T,132122East-Up1,4.30476E+13
1,3,2,1,2,2,East-Down1,2643,0,8,8.37,4,T,132122East-Down1,4.30476E+13
1,3,2,1,2,2,East-Down2,0,0,0,0,0,T,132122East-Down2,4.30476E+13
1,3,2,1,2,2,North-Left2,1322.21,89,54,24,1,T,132122North-Left2,4.30476E+13
1,3,2,1,2,2,North-Left1,1321.57,89,54,21,1,T,132122North-Left1,4.30476E+13
1,3,2,1,2,2,North-Right1,1321.93,89,55,6,1,T,132122North-Right1,4.30476E+13
1,3,2,1,2,2,North-Right2,1321.96,89,55,6,1,T,132122North-Right2,4.30476E+13
1,3,2,1,2,2,South-Left2,0,0,0,0,0,T,132122South-Left2,4.30476E+13
1,3,2,1,2,2,South-Left1,2634.4,89,40,12,2,T,132122South-Left1,4.30476E+13
1,3,2,1,2,2,South-Right1,2639.6,89,12,0,2,T,132122South-Right1,4.30476E+13
1,3,2,1,2,2,South-Right2,0,0,0,0,0,T,132122South-Right2,4.30476E+13
25,3,2,1,2,2,West-Up2,0,0,0,0,0,T,2532122West-Up2,4.30476E+13
25,3,2,1,2,2,West-Up1,2641.35,0,6,37,3,T,2532122West-Up1,4.30476E+13
25,3,2,1,2,2,West-Down1,1317.72,0,9,20,1,T,2532122West-Down1,4.30476E+13
25,3,2,1,2,2,West-Down2,1317.72,0,8,20,1,T,2532122West-Down2,4.30476E+13
25,3,2,1,2,2,East-Up2,0,0,0,0,0,T,2532122East-Up2,4.30476E+13
25,3,2,1,2,2,East-Up1,2819.56,0,26,25,3,T,2532122East-Up1,4.30476E+13
25,3,2,1,2,2,East-Down1,2639.14,0,16,16,2,T,2532122East-Down1,4.30476E+13
25,3,2,1,2,2,East-Down2,0,0,0,0,0,T,2532122East-Down2,4.30476E+13
25,3,2,1,2,2,North-Left2,0,0,0,0,0,T,2532122North-Left2,4.30476E+13
25,3,2,1,2,2,North-Left1,2652.91,89,46,29,4,T,2532122North-Left1,4.30476E+13
25,3,2,1,2,2,North-Right1,2653.27,89,44,53,1,T,2532122North-Right1,4.30476E+13
25,3,2,1,2,2,North-Right2,0,0,0,0,0,T,2532122North-Right2,4.30476E+13
25,3,2,1,2,2,South-Left2,1317.46,89,45,51,4,T,2532122South-Left2,4.30476E+13
25,3,2,1,2,2,South-Left1,1317.46,89,45,51,4,T,2532122South-Left1,4.30476E+13
25,3,2,1,2,2,South-Right1,1317.46,89,45,51,4,T,2532122South-Right1,4.30476E+13
25,3,2,1,2,2,South-Right2,1317.46,89,45,51,4,T,2532122South-Right2,4.30476E+13
24,3,2,1,2,2,West-Up2,0,0,0,0,0,T,2432122West-Up2,4.30476E+13
24,3,2,1,2,2,West-Up1,2616.23,0,4,26,2,T,2432122West-Up1,4.30476E+13
24,3,2,1,2,2,West-Down1,2644.08,0,5,26,4,T,2432122West-Down1,4.30476E+13
24,3,2,1,2,2,West-Down2,0,0,0,0,0,T,2432122West-Down2,4.30476E+13
24,3,2,1,2,2,East-Up2,0,0,0,0,0,T,2432122East-Up2,4.30476E+13
24,3,2,1,2,2,East-Up1,2641.75,0,2,22,4,T,2432122East-Up1,4.30476E+13
24,3,2,1,2,2,East-Down1,2629.59,0,7,30,4,T,2432122East-Down1,4.30476E+13
24,3,2,1,2,2,East-Down2,0,0,0,0,0,T,2432122East-Down2,4.30476E+13
24,3,2,1,2,2,North-Left2,1320.19,89,44,10,1,T,2432122North-Left2,4.30476E+13
24,3,2,1,2,2,North-Left1,1320.14,89,49,37,2,T,2432122North-Left1,4.30476E+13
24,3,2,1,2,2,North-Right1,1320.53,89,52,7,2,T,2432122North-Right1,4.30476E+13
24,3,2,1,2,2,North-Right2,1320.53,89,52,7,2,T,2432122North-Right2,4.30476E+13
24,3,2,1,2,2,South-Left2,0,0,0,0,0,T,2432122South-Left2,4.30476E+13
24,3,2,1,2,2,South-Left1,2636.51,89,56,33,4,T,2432122South-Left1,4.30476E+13
24,3,2,1,2,2,South-Right1,2651.64,89,54,17,4,T,2432122South-Right1,4.30476E+13
24,3,2,1,2,2,South-Right2,0,0,0,0,0,T,2432122South-Right2,4.30476E+13
7,5,2,3,1,2,West-Up2,1319.98,1,9,9,4,T,752312West-Up2,4.30476E+13
7,5,2,3,1,2,West-Up1,1319.98,1,9,9,4,T,752312West-Up1,4.30476E+13
7,5,2,3,1,2,West-Down1,1319.98,1,9,9,4,T,752312West-Down1,4.30476E+13
7,5,2,3,1,2,West-Down2,1319.98,1,9,9,4,T,752312West-Down2,4.30476E+13
7,5,2,3,1,2,East-Up2,1318.85,1,9,42,1,T,752312East-Up2,4.30476E+13
7,5,2,3,1,2,East-Up1,1318.85,1,9,42,1,T,752312East-Up1,4.30476E+13
7,5,2,3,1,2,East-Down1,1318.85,1,9,42,1,T,752312East-Down1,4.30476E+13
7,5,2,3,1,2,East-Down2,1318.85,1,9,42,1,T,752312East-Down2,4.30476E+13
7,5,2,3,1,2,North-Left2,1163.43,88,7,27,2,T,752312North-Left2,4.30476E+13
7,5,2,3,1,2,North-Left1,1319.63,88,4,31,2,T,752312North-Left1,4.30476E+13
7,5,2,3,1,2,North-Right1,1319.55,88,44,51,2,T,752312North-Right1,4.30476E+13
7,5,2,3,1,2,North-Right2,1287.17,87,29,15,2,T,752312North-Right2,4.30476E+13
7,5,2,3,1,2,South-Left2,1319.62,88,50,20,2,T,752312South-Left2,4.30476E+13
7,5,2,3,1,2,South-Left1,1319.62,88,50,20,2,T,752312South-Left1,4.30476E+13
7,5,2,3,1,2,South-Right1,1319.62,88,50,20,2,T,752312South-Right1,4.30476E+13
7,5,2,3,1,2,South-Right2,1319.62,88,50,20,2,T,752312South-Right2,4.30476E+13
19,2,2,1,1,None,West-Up2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,192211NoneWest-Up2,4304756249
19,2,2,1,1,None,West-Up1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,192211NoneWest-Up1,4304756249
19,2,2,1,1,None,West-Down1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,192211NoneWest-Down1,4304756249
19,2,2,1,1,None,West-Down2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,192211NoneWest-Down2,4304756249
19,2,2,1,1,None,East-Up2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,192211NoneEast-Up2,4304756249
19,2,2,1,1,None,East-Up1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,192211NoneEast-Up1,4304756249
19,2,2,1,1,None,East-Down1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,192211NoneEast-Down1,4304756249
19,2,2,1,1,None,East-Down2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,192211NoneEast-Down2,4304756249
19,2,2,1,1,None,North-Left2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,192211NoneNorth-Left2,4304756249
19,2,2,1,1,None,North-Left1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,192211NoneNorth-Left1,4304756249
19,2,2,1,1,None,North-Right1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,192211NoneNorth-Right1,4304756249
19,2,2,1,1,None,North-Right2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,192211NoneNorth-Right2,4304756249
19,2,2,1,1,None,South-Left2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,192211NoneSouth-Left2,4304756249
19,2,2,1,1,None,South-Left1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,192211NoneSouth-Left1,4304756249
19,2,2,1,1,None,South-Right1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,192211NoneSouth-Right1,4304756249
19,2,2,1,1,None,South-Right2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,192211NoneSouth-Right2,4304756249
5,4,2,2,1,2,West-Up2,1276.59,0,35,35,3,T,542212West-Up2,4304756476
5,4,2,2,1,2,West-Up1,1310.47,0,7,36,3,T,542212West-Up1,4304756476
5,4,2,2,1,2,West-Down1,1310.1,0,40,58,2,T,542212West-Down1,4304756476
5,4,2,2,1,2,West-Down2,1312.72,0,23,28,2,T,542212West-Down2,4304756476
5,4,2,2,1,2,East-Up2,1269.99,0,7,44,4,T,542212East-Up2,4304756476
5,4,2,2,1,2,East-Up1,1320.61,0,4,25,2,T,542212East-Up1,4304756476
5,4,2,2,1,2,East-Down1,1322.04,0,6,31,2,T,542212East-Down1,4304756476
5,4,2,2,1,2,East-Down2,1318.99,0,32,29,4,T,542212East-Down2,4304756476
5,4,2,2,1,2,North-Left2,1321.42,89,29,19,3,T,542212North-Left2,4304756476
5,4,2,2,1,2,North-Left1,1325.06,89,25,28,3,T,542212North-Left1,4304756476
5,4,2,2,1,2,North-Right1,1309.59,89,38,8,2,T,542212North-Right1,4304756476
5,4,2,2,1,2,North-Right2,1308.97,89,17,26,2,T,542212North-Right2,4304756476
5,4,2,2,1,2,South-Left2,1332.06,89,56,12,1,T,542212South-Left2,4304756476
5,4,2,2,1,2,South-Left1,1329.38,89,41,58,2,T,542212South-Left1,4304756476
5,4,2,2,1,2,South-Right1,1335.54,89,59,45,1,T,542212South-Right1,4304756476
5,4,2,2,1,2,South-Right2,1319.82,89,11,7,2,T,542212South-Right2,4304756476
30,3,2,2,1,2,West-Up2,1320.5,0,15,21,2,T,3032212West-Up2,4304756480
30,3,2,2,1,2,West-Up1,1321.44,0,5,5,2,T,3032212West-Up1,4304756480
30,3,2,2,1,2,West-Down1,1321.88,0,19,59,2,T,3032212West-Down1,4304756480
30,3,2,2,1,2,West-Down2,1307.26,0,42,7,4,T,3032212West-Down2,4304756480
30,3,2,2,1,2,East-Up2,1282.03,0,7,28,2,T,3032212East-Up2,4304756480
30,3,2,2,1,2,East-Up1,1318.45,0,3,21,4,T,3032212East-Up1,4304756480
30,3,2,2,1,2,East-Down1,1295.91,0,42,35,3,T,3032212East-Down1,4304756480
30,3,2,2,1,2,East-Down2,1348.91,0,43,34,1,T,3032212East-Down2,4304756480
30,3,2,2,1,2,North-Left2,1336.2,89,22,4,4,T,3032212North-Left2,4304756480
30,3,2,2,1,2,North-Left1,1323.33,89,22,55,4,T,3032212North-Left1,4304756480
30,3,2,2,1,2,North-Right1,1324.8,89,37,34,4,T,3032212North-Right1,4304756480
30,3,2,2,1,2,North-Right2,1324.34,87,12,44,4,T,3032212North-Right2,4304756480
30,3,2,2,1,2,South-Left2,1347.56,89,1,1,1,T,3032212South-Left2,4304756480
30,3,2,2,1,2,South-Left1,1317.26,89,1,1,1,T,3032212South-Left1,4304756480
30,3,2,2,1,2,South-Right1,1317.26,89,1,1,1,T,3032212South-Right1,4304756480
30,3,2,2,1,2,South-Right2,1324.49,89,41,33,4,T,3032212South-Right2,4304756480
31,3,2,2,1,2,West-Up2,1341.12,0,52,41,3,T,3132212West-Up2,4304756485
31,3,2,2,1,2,West-Up1,1322.88,0,4,37,4,T,3132212West-Up1,4304756485
31,3,2,2,1,2,West-Down1,1325.2,0,14,58,1,T,3132212West-Down1,4304756485
31,3,2,2,1,2,West-Down2,1320.05,0,11,36,3,T,3132212West-Down2,4304756485
31,3,2,2,1,2,East-Up2,1322.94,0,8,20,3,T,3132212East-Up2,4304756485
31,3,2,2,1,2,East-Up1,1322.58,0,25,14,3,T,3132212East-Up1,4304756485
31,3,2,2,1,2,East-Down1,1321.37,0,6,7,3,T,3132212East-Down1,4304756485
31,3,2,2,1,2,East-Down2,1323.47,0,7,14,1,T,3132212East-Down2,4304756485
31,3,2,2,1,2,North-Left2,1347.56,89,1,1,1,T,3132212North-Left2,4304756485
31,3,2,2,1,2,North-Left1,1317.26,89,1,1,1,T,3132212North-Left1,4304756485
31,3,2,2,1,2,North-Right1,1317.26,89,1,1,1,T,3132212North-Right1,4304756485
31,3,2,2,1,2,North-Right2,1324.49,89,41,33,4,T,3132212North-Right2,4304756485
31,3,2,2,1,2,South-Left2,1336.58,89,23,20,1,T,3132212South-Left2,4304756485
31,3,2,2,1,2,South-Left1,1322.66,89,18,8,1,T,3132212South-Left1,4304756485
31,3,2,2,1,2,South-Right1,1323.64,89,27,57,1,T,3132212South-Right1,4304756485
31,3,2,2,1,2,South-Right2,1328.48,89,24,5,1,T,3132212South-Right2,4304756485
29,3,2,2,1,2,West-Up2,1282.3,0,7,28,2,T,2932212West-Up2,4304756503
29,3,2,2,1,2,West-Up1,1318.45,0,3,21,4,T,2932212West-Up1,4304756503
29,3,2,2,1,2,West-Down1,1295.91,0,42,35,3,T,2932212West-Down1,4304756503
29,3,2,2,1,2,West-Down2,1348.91,0,43,34,1,T,2932212West-Down2,4304756503
29,3,2,2,1,2,East-Up2,1318.92,0,8,1,1,T,2932212East-Up2,4304756503
29,3,2,2,1,2,East-Up1,1278.24,0,37,45,3,T,2932212East-Up1,4304756503
29,3,2,2,1,2,East-Down1,1315.01,0,25,26,3,T,2932212East-Down1,4304756503
29,3,2,2,1,2,East-Down2,1315.01,0,25,26,3,T,2932212East-Down2,4304756503
29,3,2,2,1,2,North-Left2,1324.13,88,17,35,3,T,2932212North-Left2,4304756503
29,3,2,2,1,2,North-Left1,1325.42,89,47,40,4,T,2932212North-Left1,4304756503
29,3,2,2,1,2,North-Right1,1323.58,89,52,47,3,T,2932212North-Right1,4304756503
29,3,2,2,1,2,North-Right2,1308.85,89,19,57,3,T,2932212North-Right2,4304756503
29,3,2,2,1,2,South-Left2,1318.54,89,39,4,4,T,2932212South-Left2,4304756503
29,3,2,2,1,2,South-Left1,1288.87,88,30,46,3,T,2932212South-Left1,4304756503
29,3,2,2,1,2,South-Right1,2644.65,89,4,18,2,T,2932212South-Right1,4304756503
29,3,2,2,1,2,South-Right2,0,0,0,0,0,T,2932212South-Right2,4304756503
12,2,2,3,2,2,West-Up2,1270.77,0,26,3,4,T,1222322West-Up2,4301353880
12,2,2,3,2,2,West-Up1,1318.27,0,26,21,4,T,1222322West-Up1,4301353880
12,2,2,3,2,2,West-Down1,1313.61,0,12,33,2,T,1222322West-Down1,4301353880
12,2,2,3,2,2,West-Down2,1313.65,0,12,47,2,T,1222322West-Down2,4301353880
12,2,2,3,2,2,East-Up2,1333.97,0,25,49,4,T,1222322East-Up2,4301353880
12,2,2,3,2,2,East-Up1,1323.74,0,57,54,2,T,1222322East-Up1,4301353880
12,2,2,3,2,2,East-Down1,1312.92,0,30,49,2,T,1222322East-Down1,4301353880
12,2,2,3,2,2,East-Down2,1312.92,0,30,49,2,T,1222322East-Down2,4301353880
12,2,2,3,2,2,North-Left2,1311.17,89,50,10,3,T,1222322North-Left2,4301353880
12,2,2,3,2,2,North-Left1,1335.22,88,26,15,3,T,1222322North-Left1,4301353880
12,2,2,3,2,2,North-Right1,1336.09,88,25,40,3,T,1222322North-Right1,4301353880
12,2,2,3,2,2,North-Right2,1313.17,89,53,36,4,T,1222322North-Right2,4301353880
12,2,2,3,2,2,South-Left2,1312.18,89,55,31,3,T,1222322South-Left2,4301353880
12,2,2,3,2,2,South-Left1,1312.18,89,55,31,3,T,1222322South-Left1,4301353880
12,2,2,3,2,2,South-Right1,1312.38,89,55,26,3,T,1222322South-Right1,4301353880
12,2,2,3,2,2,South-Right2,1312.06,89,54,15,2,T,1222322South-Right2,4301353880
15,2,2,3,2,1,West-Up2,0,0,0,0,0,T,1522321West-Up2,4301353892
15,2,2,3,2,1,West-Up1,2632.08,0,26,33,4,T,1522321West-Up1,4301353892
15,2,2,3,2,1,West-Down1,2627.17,0,26,40,4,T,1522321West-Down1,4301353892
15,2,2,3,2,1,West-Down2,0,0,0,0,0,T,1522321West-Down2,4301353892
15,2,2,3,2,1,East-Up2,0,0,0,0,0,T,1522321East-Up2,4301353892
15,2,2,3,2,1,East-Up1,5267.8,0,13,58,2,T,1522321East-Up1,4301353892
15,2,2,3,2,1,East-Down1,0,0,0,0,0,T,1522321East-Down1,4301353892
15,2,2,3,2,1,East-Down2,0,0,0,0,0,T,1522321East-Down2,4301353892
15,2,2,3,2,1,North-Left2,0,0,0,0,0,T,1522321North-Left2,4301353892
15,2,2,3,2,1,North-Left1,5363.91,89,50,13,4,T,1522321North-Left1,4301353892
15,2,2,3,2,1,North-Right1,0,0,0,0,0,T,1522321North-Right1,4301353892
15,2,2,3,2,1,North-Right2,0,0,0,0,0,T,1522321North-Right2,4301353892
15,2,2,3,2,1,South-Left2,0,0,0,0,0,T,1522321South-Left2,4301353892
15,2,2,3,2,1,South-Left1,5301.84,89,44,26,4,T,1522321South-Left1,4301353892
15,2,2,3,2,1,South-Right1,0,0,0,0,0,T,1522321South-Right1,4301353892
15,2,2,3,2,1,South-Right2,0,0,0,0,0,T,1522321South-Right2,4301353892
9,2,2,2,2,2,West-Up2,1298.615,0,49,31,2,T,922222West-Up2,4.30135E+13
9,2,2,2,2,2,West-Up1,1298.615,0,49,31,2,T,922222West-Up1,4.30135E+13
9,2,2,2,2,2,West-Down1,1325.4,0,43,30,4,T,922222West-Down1,4.30135E+13
9,2,2,2,2,2,West-Down2,1325.4,0,43,30,4,T,922222West-Down2,4.30135E+13
9,2,2,2,2,2,East-Up2,1323.085,0,0,56,4,T,922222East-Up2,4.30135E+13
9,2,2,2,2,2,East-Up1,1323.085,0,0,56,4,T,922222East-Up1,4.30135E+13
9,2,2,2,2,2,East-Down1,1318.285,0,4,44,4,T,922222East-Down1,4.30135E+13
9,2,2,2,2,2,East-Down2,1318.285,0,4,44,4,T,922222East-Down2,4.30135E+13
9,2,2,2,2,2,North-Left2,1318.515,89,22,18,3,T,922222North-Left2,4.30135E+13
9,2,2,2,2,2,North-Left1,1318.515,89,22,18,3,T,922222North-Left1,4.30135E+13
9,2,2,2,2,2,North-Right1,1318.475,89,22,11,3,T,922222North-Right1,4.30135E+13
9,2,2,2,2,2,North-Right2,1318.475,89,22,11,3,T,922222North-Right2,4.30135E+13
9,2,2,2,2,2,South-Left2,1320.47,89,49,41,3,T,922222South-Left2,4.30135E+13
9,2,2,2,2,2,South-Left1,1320.47,89,49,41,3,T,922222South-Left1,4.30135E+13
9,2,2,2,2,2,South-Right1,1320.495,89,40,43,3,T,922222South-Right1,4.30135E+13
9,2,2,2,2,2,South-Right2,1320.495,89,40,43,3,T,922222South-Right2,4.30135E+13
25,4,2,4,2,2,West-Up2,1325.38,1,12,16,3,T,2542422West-Up2,4301353922
25,4,2,4,2,2,West-Up1,1325.38,1,12,16,3,T,2542422West-Up1,4301353922
25,4,2,4,2,2,West-Down1,1325.38,1,12,16,3,T,2542422West-Down1,4301353922
25,4,2,4,2,2,West-Down2,1325.38,1,12,16,3,T,2542422West-Down2,4301353922
25,4,2,4,2,2,East-Up2,1323.47,0,13,26,2,T,2542422East-Up2,4301353922
25,4,2,4,2,2,East-Up1,1323.47,0,13,26,2,T,2542422East-Up1,4301353922
25,4,2,4,2,2,East-Down1,1323.47,0,13,26,2,T,2542422East-Down1,4301353922
25,4,2,4,2,2,East-Down2,1323.47,0,13,26,2,T,2542422East-Down2,4301353922
25,4,2,4,2,2,North-Left2,1306.95,89,58,52,3,T,2542422North-Left2,4301353922
25,4,2,4,2,2,North-Left1,1306.95,89,58,52,3,T,2542422North-Left1,4301353922
25,4,2,4,2,2,North-Right1,1306.95,89,58,52,3,T,2542422North-Right1,4301353922
25,4,2,4,2,2,North-Right2,1306.95,89,58,52,3,T,2542422North-Right2,4301353922
25,4,2,4,2,2,South-Left2,1329.64,89,54,40,2,T,2542422South-Left2,4301353922
25,4,2,4,2,2,South-Left1,1329.64,89,54,40,2,T,2542422South-Left1,4301353922
25,4,2,4,2,2,South-Right1,1329.64,89,54,40,2,T,2542422South-Right1,4301353922
25,4,2,4,2,2,South-Right2,1329.64,89,54,40,2,T,2542422South-Right2,4301353922
20,2,2,3,2,2,West-Up2,1324.675,0,2,47,4,T,2022322West-Up2,4301353924
20,2,2,3,2,2,West-Up1,1324.675,0,2,47,4,T,2022322West-Up1,4301353924
20,2,2,3,2,2,West-Down1,1324.675,0,2,47,4,T,2022322West-Down1,4301353924
20,2,2,3,2,2,West-Down2,1324.675,0,2,47,4,T,2022322West-Down2,4301353924
20,2,2,3,2,2,East-Up2,1322.2125,0,17,38,2,T,2022322East-Up2,4301353924
20,2,2,3,2,2,East-Up1,1322.2125,0,17,38,2,T,2022322East-Up1,4301353924
20,2,2,3,2,2,East-Down1,1322.2125,0,17,38,2,T,2022322East-Down1,4301353924
20,2,2,3,2,2,East-Down2,1322.2125,0,17,38,2,T,2022322East-Down2,4301353924
20,2,2,3,2,2,North-Left2,1317.8525,89,54,37,4,T,2022322North-Left2,4301353924
20,2,2,3,2,2,North-Left1,1317.8525,89,54,37,4,T,2022322North-Left1,4301353924
20,2,2,3,2,2,North-Right1,1317.8525,89,54,37,4,T,2022322North-Right1,4301353924
20,2,2,3,2,2,North-Right2,1317.8525,89,54,37,4,T,2022322North-Right2,4301353924
20,2,2,3,2,2,South-Left2,1309.9975,89,58,54,3,T,2022322South-Left2,4301353924
20,2,2,3,2,2,South-Left1,1309.9975,89,58,54,3,T,2022322South-Left1,4301353924
20,2,2,3,2,2,South-Right1,1309.9975,89,58,54,3,T,2022322South-Right1,4301353924
20,2,2,3,2,2,South-Right2,1309.9975,89,58,54,3,T,2022322South-Right2,4301353924
9,3,2,2,2,2,West-Up2,1318.065,0,2,45,3,T,932222West-Up2,4.30476E+13
9,3,2,2,2,2,West-Up1,1318.065,0,2,45,3,T,932222West-Up1,4.30476E+13
9,3,2,2,2,2,West-Down1,1318.065,0,2,45,3,T,932222West-Down1,4.30476E+13
9,3,2,2,2,2,West-Down2,1318.065,0,2,45,3,T,932222West-Down2,4.30476E+13
9,3,2,2,2,2,East-Up2,1312.276667,0,0,39,2,T,932222East-Up2,4.30476E+13
9,3,2,2,2,2,East-Up1,1312.276667,0,0,39,2,T,932222East-Up1,4.30476E+13
9,3,2,2,2,2,East-Down1,1312.276667,0,0,39,2,T,932222East-Down1,4.30476E+13
9,3,2,2,2,2,East-Down2,1319.91,0,5,19,3,T,932222East-Down2,4.30476E+13
9,3,2,2,2,2,North-Left2,1323.18,88,50,14,2,T,932222North-Left2,4.30476E+13
9,3,2,2,2,2,North-Left1,1323.18,88,50,14,2,T,932222North-Left1,4.30476E+13
9,3,2,2,2,2,North-Right1,1323.18,88,50,14,2,T,932222North-Right1,4.30476E+13
9,3,2,2,2,2,North-Right2,1323.18,88,50,14,2,T,932222North-Right2,4.30476E+13
9,3,2,2,2,2,South-Left2,1323.635,88,39,21,2,T,932222South-Left2,4.30476E+13
9,3,2,2,2,2,South-Left1,1323.635,88,39,21,2,T,932222South-Left1,4.30476E+13
9,3,2,2,2,2,South-Right1,1323.635,88,39,21,2,T,932222South-Right1,4.30476E+13
9,3,2,2,2,2,South-Right2,1323.635,88,39,21,2,T,932222South-Right2,4.30476E+13
32,7,2,20,1,1,West-Up2,1362.87,0,41,39,4,T,32722011West-Up2,4.30476E+13
32,7,2,20,1,1,West-Up1,1350.46,0,48,1,4,T,32722011West-Up1,4.30476E+13
32,7,2,20,1,1,West-Down1,1382.15,1,40,8,4,T,32722011West-Down1,4.30476E+13
32,7,2,20,1,1,West-Down2,1382.15,1,40,8,4,T,32722011West-Down2,4.30476E+13
32,7,2,20,1,1,East-Up2,1372.15,0,41,37,1,T,32722011East-Up2,4.30476E+13
32,7,2,20,1,1,East-Up1,1372.19,0,42,55,4,T,32722011East-Up1,4.30476E+13
32,7,2,20,1,1,East-Down1,1371.555,0,45,58,4,T,32722011East-Down1,4.30476E+13
32,7,2,20,1,1,East-Down2,1371.555,0,45,58,4,T,32722011East-Down2,4.30476E+13
32,7,2,20,1,1,North-Left2,1358.49,89,22,52,2,T,32722011North-Left2,4.30476E+13
32,7,2,20,1,1,North-Left1,1325.62,89,25,48,2,T,32722011North-Left1,4.30476E+13
32,7,2,20,1,1,North-Right1,1328.36,89,35,32,2,T,32722011North-Right1,4.30476E+13
32,7,2,20,1,1,North-Right2,1328.23,89,36,17,2,T,32722011North-Right2,4.30476E+13
32,7,2,20,1,1,South-Left2,1321.385,89,28,44,2,T,32722011South-Left2,4.30476E+13
32,7,2,20,1,1,South-Left1,1321.385,89,28,44,2,T,32722011South-Left1,4.30476E+13
32,7,2,20,1,1,South-Right1,1326.19,89,44,53,2,T,32722011South-Right1,4.30476E+13
32,7,2,20,1,1,South-Right2,1326.19,89,44,53,2,T,32722011South-Right2,4.30476E+13
2,8,2,20,1,1,West-Up2,1328.77,2,40,4,4,T,2822011West-Up2,4.30476E+13
2,8,2,20,1,1,West-Up1,1328.77,2,40,4,4,T,2822011West-Up1,4.30476E+13
2,8,2,20,1,1,West-Down1,1320.115,0,25,18,2,T,2822011West-Down1,4.30476E+13
2,8,2,20,1,1,West-Down2,1320.115,0,25,18,2,T,2822011West-Down2,4.30476E+13
2,8,2,20,1,1,East-Up2,1311.09,1,31,43,4,T,2822011East-Up2,4.30476E+13
2,8,2,20,1,1,East-Up1,1311.09,1,31,43,4,T,2822011East-Up1,4.30476E+13
2,8,2,20,1,1,East-Down1,1311.09,1,31,43,4,T,2822011East-Down1,4.30476E+13
2,8,2,20,1,1,East-Down2,1311.09,1,31,43,4,T,2822011East-Down2,4.30476E+13
2,8,2,20,1,1,North-Left2,1315.735,89,47,10,3,T,2822011North-Left2,4.30476E+13
2,8,2,20,1,1,North-Left1,1315.735,89,47,10,3,T,2822011North-Left1,4.30476E+13
2,8,2,20,1,1,North-Right1,1315.675,89,47,33,3,T,2822011North-Right1,4.30476E+13
2,8,2,20,1,1,North-Right2,1315.675,89,47,33,3,T,2822011North-Right2,4.30476E+13
2,8,2,20,1,1,South-Left2,1324.7275,89,13,30,3,T,2822011South-Left2,4.30476E+13
2,8,2,20,1,1,South-Left1,1324.7275,89,13,30,3,T,2822011South-Left1,4.30476E+13
