Section,Township,Township Direction,Range,Range Direction,Baseline,Side,Length,Degrees,Minutes,Seconds,Alignment,Concatenation,North Reference,Northing,Easting,API,Quadrant,FNSL Value,FNSL Direction,FEWL Value,FEWL Direction
3,8,2,20,1,1,East-Down2,1320.115,0,25,18,2,3822011East-Down2,,3822011East-Down2,613866,4444830,,604,604,248,FWL
3,8,2,20,1,1,North-Left2,1315.74,89,49,34,3,3822011North-Left2,,3822011North-Left2,613866,4444830,,604,604,248,FWL
3,8,2,20,1,1,North-Left1,1315.74,89,49,34,3,3822011North-Left1,,3822011North-Left1,613866,4444830,,604,604,248,FWL
3,8,2,20,1,1,North-Right1,1330.985,89,17,56,3,3822011North-Right1,,3822011North-Right1,613866,4444830,,604,604,248,FWL
3,8,2,20,1,1,North-Right2,1330.985,89,17,56,3,3822011North-Right2,,3822011North-Right2,613866,4444830,,604,604,248,FWL
3,8,2,20,1,1,South-Left2,1335.475,89,17,29,3,3822011South-Left2,,3822011South-Left2,613866,4444830,,604,604,248,FWL
3,8,2,20,1,1,South-Left1,1335.475,89,17,29,3,3822011South-Left1,,3822011South-Left1,613866,4444830,,604,604,248,FWL
3,8,2,20,1,1,South-Right1,1335.475,89,17,29,3,3822011South-Right1,,3822011South-Right1,613866,4444830,,604,604,248,FWL
3,8,2,20,1,1,South-Right2,1335.475,89,17,29,3,3822011South-Right2,,3822011South-Right2,613866,4444830,,604,604,248,FWL
13,7,2,20,1,1,West-Up2,1322.98,0,34,35,4,13722011West-Up2,,13722011West-Up2,617569,4451967,,2177,2177,2345,FWL
13,7,2,20,1,1,West-Up1,1326.92,0,33,46,4,13722011West-Up1,,13722011West-Up1,617569,4451967,,2177,2177,2345,FWL
13,7,2,20,1,1,West-Down1,1328.24,2,34,32,4,13722011West-Down1,,13722011West-Down1,617569,4451967,,2177,2177,2345,FWL
13,7,2,20,1,1,West-Down2,1331.91,2,37,53,4,13722011West-Down2,,13722011West-Down2,617569,4451967,,2177,2177,2345,FWL
13,7,2,20,1,1,East-Up2,1329.25,1,38,17,4,13722011East-Up2,,13722011East-Up2,617569,4451967,,2177,2177,2345,FWL
13,7,2,20,1,1,East-Up1,1329.25,1,38,17,4,13722011East-Up1,,13722011East-Up1,617569,4451967,,2177,2177,2345,FWL
13,7,2,20,1,1,East-Down1,1329.145,1,38,27,4,13722011East-Down1,,13722011East-Down1,617569,4451967,,2177,2177,2345,FWL
13,7,2,20,1,1,East-Down2,1329.145,1,38,27,4,13722011East-Down2,,13722011East-Down2,617569,4451967,,2177,2177,2345,FWL
13,7,2,20,1,1,North-Left2,1314.6,87,42,17,3,13722011North-Left2,,13722011North-Left2,617569,4451967,,2177,2177,2345,FWL
13,7,2,20,1,1,North-Left1,1351.17,88,7,53,3,13722011North-Left1,,13722011North-Left1,617569,4451967,,2177,2177,2345,FWL
13,7,2,20,1,1,North-Right1,1344.36,87,27,52,3,13722011North-Right1,,13722011North-Right1,617569,4451967,,2177,2177,2345,FWL
13,7,2,20,1,1,North-Right2,1344.36,87,27,52,3,13722011North-Right2,,13722011North-Right2,617569,4451967,,2177,2177,2345,FWL
13,7,2,20,1,1,South-Left2,1365.68,88,45,30,3,13722011South-Left2,,13722011South-Left2,617569,4451967,,2177,2177,2345,FWL
13,7,2,20,1,1,South-Left1,1365.92,88,44,41,3,13722011South-Left1,,13722011South-Left1,617569,4451967,,2177,2177,2345,FWL
13,7,2,20,1,1,South-Right1,1314.77,86,45,41,3,13722011South-Right1,,13722011South-Right1,617569,4451967,,2177,2177,2345,FWL
13,7,2,20,1,1,South-Right2,1313.51,86,45,7,3,13722011South-Right2,,13722011South-Right2,617569,4451967,,2177,2177,2345,FWL
15,4,2,1,2,2,West-Up2,1319.01,0,4,42,4,1542122West-Up2,,1542122West-Up2,587336,4443476,,1884,1884,497,FEL
15,4,2,1,2,2,West-Up1,1320.91,0,1,21,4,1542122West-Up1,,1542122West-Up1,587336,4443476,,1884,1884,497,FEL
15,4,2,1,2,2,West-Down1,1320.91,0,1,21,0,1542122West-Down1,,1542122West-Down1,587336,4443476,,1884,1884,497,FEL
15,4,2,1,2,2,West-Down2,1320.91,0,1,21,0,1542122West-Down2,,1542122West-Down2,587336,4443476,,1884,1884,497,FEL
15,4,2,1,2,2,East-Up2,1319.01,0,4,42,4,1542122East-Up2,,1542122East-Up2,587336,4443476,,1884,1884,497,FEL
15,4,2,1,2,2,East-Up1,1319.01,0,4,42,4,1542122East-Up1,,1542122East-Up1,587336,4443476,,1884,1884,497,FEL
15,4,2,1,2,2,East-Down1,2639.71,0,18,31,4,1542122East-Down1,,1542122East-Down1,587336,4443476,,1884,1884,497,FEL
15,4,2,1,2,2,East-Down2,0,0,0,0,0,1542122East-Down2,,1542122East-Down2,587336,4443476,,1884,1884,497,FEL
15,4,2,1,2,2,North-Left2,0,0,0,0,0,1542122North-Left2,,1542122North-Left2,587336,4443476,,1884,1884,497,FEL
15,4,2,1,2,2,North-Left1,5276.97,89,50,55,3,1542122North-Left1,,1542122North-Left1,587336,4443476,,1884,1884,497,FEL
15,4,2,1,2,2,North-Right1,0,0,0,0,0,1542122North-Right1,,1542122North-Right1,587336,4443476,,1884,1884,497,FEL
15,4,2,1,2,2,North-Right2,0,0,0,0,0,1542122North-Right2,,1542122North-Right2,587336,4443476,,1884,1884,497,FEL
15,4,2,1,2,2,South-Left2,0,0,0,0,0,1542122South-Left2,,1542122South-Left2,587336,4443476,,1884,1884,497,FEL
15,4,2,1,2,2,South-Left1,5259.63,88,24,10,2,1542122South-Left1,,1542122South-Left1,587336,4443476,,1884,1884,497,FEL
15,4,2,1,2,2,South-Right1,0,0,0,0,0,1542122South-Right1,,1542122South-Right1,587336,4443476,,1884,1884,497,FEL
15,4,2,1,2,2,South-Right2,0,0,0,0,0,1542122South-Right2,,1542122South-Right2,587336,4443476,,1884,1884,497,FEL
16,7,2,22,1,1,West-Up2,0,0,0,0,0,16722211West-Up2,,16722211West-Up2,632590,4453055,,1170,1170,50,FEL
16,7,2,22,1,1,West-Up1,2640.63,0,3,26,4,16722211West-Up1,,16722211West-Up1,632590,4453055,,1170,1170,50,FEL
16,7,2,22,1,1,West-Down1,2640.25,0,4,53,4,16722211West-Down1,,16722211West-Down1,632590,4453055,,1170,1170,50,FEL
16,7,2,22,1,1,West-Down2,0,0,0,0,0,16722211West-Down2,,16722211West-Down2,632590,4453055,,1170,1170,50,FEL
16,7,2,22,1,1,East-Up2,0,0,0,0,0,16722211East-Up2,,16722211East-Up2,632590,4453055,,1170,1170,50,FEL
16,7,2,22,1,1,East-Up1,2641.41,0,5,12,4,16722211East-Up1,,16722211East-Up1,632590,4453055,,1170,1170,50,FEL
16,7,2,22,1,1,East-Down1,2641.07,0,5,12,4,16722211East-Down1,,16722211East-Down1,632590,4453055,,1170,1170,50,FEL
16,7,2,22,1,1,East-Down2,0,0,0,0,0,16722211East-Down2,,16722211East-Down2,632590,4453055,,1170,1170,50,FEL
16,7,2,22,1,1,North-Left2,0,0,0,0,0,16722211North-Left2,,16722211North-Left2,632590,4453055,,1170,1170,50,FEL
16,7,2,22,1,1,North-Left1,2645.53,89,56,1,3,16722211North-Left1,,16722211North-Left1,632590,4453055,,1170,1170,50,FEL
16,7,2,22,1,1,North-Right1,2645.77,89,55,57,3,16722211North-Right1,,16722211North-Right1,632590,4453055,,1170,1170,50,FEL
16,7,2,22,1,1,North-Right2,0,0,0,0,0,16722211North-Right2,,16722211North-Right2,632590,4453055,,1170,1170,50,FEL
16,7,2,22,1,1,South-Left2,0,0,0,0,0,16722211South-Left2,,16722211South-Left2,632590,4453055,,1170,1170,50,FEL
16,7,2,22,1,1,South-Left1,2647.83,89,58,30,3,16722211South-Left1,,16722211South-Left1,632590,4453055,,1170,1170,50,FEL
16,7,2,22,1,1,South-Right1,2645.03,89,55,34,3,16722211South-Right1,,16722211South-Right1,632590,4453055,,1170,1170,50,FEL
16,7,2,22,1,1,South-Right2,0,0,0,0,0,16722211South-Right2,,16722211South-Right1,632590,4453055,,1170,1170,50,FEL
9,9,2,22,1,1,West-Up2,1324.285,0,0,5,4,9922211West-Up2,,9922211West-Up2,632367,4434674,,2129,2129,1741,FWL
9,9,2,22,1,1,West-Up1,1324.285,0,0,5,4,9922211West-Up1,,9922211West-Up1,632367,4434674,,2129,2129,1741,FWL
9,9,2,22,1,1,West-Down1,1324.225,0,0,28,4,9922211West-Down1,,9922211West-Down1,632367,4434674,,2129,2129,1741,FWL
9,9,2,22,1,1,West-Down2,1324.225,0,0,28,4,9922211West-Down2,,9922211West-Down2,632367,4434674,,2129,2129,1741,FWL
9,9,2,22,1,1,East-Up2,1323.91,0,9,50,4,9922211East-Up2,,9922211East-Up2,632367,4434674,,2129,2129,1741,FWL
9,9,2,22,1,1,East-Up1,1323.91,0,9,50,4,9922211East-Up1,,9922211East-Up1,632367,4434674,,2129,2129,1741,FWL
9,9,2,22,1,1,East-Down1,1323.85,0,9,7,4,9922211East-Down1,,9922211East-Down1,632367,4434674,,2129,2129,1741,FWL
9,9,2,22,1,1,East-Down2,1323.85,0,9,7,4,9922211East-Down2,,9922211East-Down2,632367,4434674,,2129,2129,1741,FWL
9,9,2,22,1,1,North-Left2,1320.835,89,57,13,3,9922211North-Left2,,9922211North-Left2,632367,4434674,,2129,2129,1741,FWL
9,9,2,22,1,1,North-Left1,1320.835,89,57,13,3,9922211North-Left1,,9922211North-Left1,632367,4434674,,2129,2129,1741,FWL
9,9,2,22,1,1,North-Right1,1320.535,89,56,38,3,9922211North-Right1,,9922211North-Right1,632367,4434674,,2129,2129,1741,FWL
9,9,2,22,1,1,North-Right2,1320.535,89,56,38,3,9922211North-Right2,,9922211North-Right2,632367,4434674,,2129,2129,1741,FWL
9,9,2,22,1,1,South-Left2,1325.26,89,46,50,3,9922211South-Left2,,9922211South-Left2,632367,4434674,,2129,2129,1741,FWL
9,9,2,22,1,1,South-Left1,1325.26,89,46,50,3,9922211South-Left1,,9922211South-Left1,632367,4434674,,2129,2129,1741,FWL
9,9,2,22,1,1,South-Right1,1323.205,89,54,55,4,9922211South-Right1,,9922211South-Right1,632367,4434674,,2129,2129,1741,FWL
9,9,2,22,1,1,South-Right2,1323.205,89,54,55,4,9922211South-Right2,,9922211South-Right2,632367,4434674,,2129,2129,1741,FWL
1,2,2,2,2,2,West-Up2,1429.475,0,16,45,4,122222West-Up2,,122222West-Up2,580367,4466070,,3941,3941,1514,FEL
1,2,2,2,2,2,West-Up1,1429.475,0,16,45,4,122222West-Up1,,122222West-Up1,580367,4466070,,3941,3941,1514,FEL
1,2,2,2,2,2,West-Down1,1320.135,0,16,37,4,122222West-Down1,,122222West-Down1,580367,4466070,,3941,3941,1514,FEL
1,2,2,2,2,2,West-Down2,1320.135,0,16,37,4,122222West-Down2,,122222West-Down2,580367,4466070,,3941,3941,1514,FEL
1,2,2,2,2,2,East-Up2,1349.355,0,20,44,4,122222East-Up2,,122222East-Up2,580367,4466070,,3941,3941,1514,FEL
1,2,2,2,2,2,East-Up1,1349.355,0,20,44,4,122222East-Up1,,122222East-Up1,580367,4466070,,3941,3941,1514,FEL
1,2,2,2,2,2,East-Down1,1375.475,0,19,47,4,122222East-Down1,,122222East-Down1,580367,4466070,,3941,3941,1514,FEL
1,2,2,2,2,2,East-Down2,1375.475,0,19,47,4,122222East-Down2,,122222East-Down2,580367,4466070,,3941,3941,1514,FEL
1,2,2,2,2,2,North-Left2,0,0,0,0,0,122222North-Left2,,122222North-Left2,580367,4466070,,3941,3941,1514,FEL
1,2,2,2,2,2,North-Left1,2637.18,89,47,25,4,122222North-Left1,,122222North-Left1,580367,4466070,,3941,3941,1514,FEL
1,2,2,2,2,2,North-Right1,2635.18,89,32,13,4,122222North-Right1,,122222North-Right1,580367,4466070,,3941,3941,1514,FEL
1,2,2,2,2,2,North-Right2,0,0,0,0,0,122222North-Right2,,122222North-Right2,580367,4466070,,3941,3941,1514,FEL
1,2,2,2,2,2,South-Left2,1319.435,89,47,48,3,122222South-Left2,,122222South-Left2,580367,4466070,,3941,3941,1514,FEL
1,2,2,2,2,2,South-Left1,1319.435,89,47,48,3,122222South-Left1,,122222South-Left1,580367,4466070,,3941,3941,1514,FEL
1,2,2,2,2,2,South-Right1,1318.775,89,47,54,3,122222South-Right1,,122222South-Right1,580367,4466070,,3941,3941,1514,FEL
1,2,2,2,2,2,South-Right2,1318.775,89,47,54,3,122222South-Right2,,122222South-Right2,580367,4466070,,3941,3941,1514,FEL
34,2,2,3,2,2,West-Up2,0,0,0,0,0,3422322West-Up2,,3422322West-Up2,564507,4457368,,735,735,330,FEL
34,2,2,3,2,2,West-Up1,5279.89,0,21,51,2,3422322West-Up1,,3422322West-Up1,564507,4457368,,735,735,330,FEL
34,2,2,3,2,2,West-Down1,0,0,0,0,0,3422322West-Down1,,3422322West-Down1,564507,4457368,,735,735,330,FEL
34,2,2,3,2,2,West-Down2,0,0,0,0,0,3422322West-Down2,,3422322West-Down2,564507,4457368,,735,735,330,FEL
34,2,2,3,2,2,East-Up2,0,0,0,0,0,3422322East-Up2,,3422322East-Up2,564507,4457368,,735,735,330,FEL
34,2,2,3,2,2,East-Up1,2700.59,0,38,2,2,3422322East-Up1,,3422322East-Up1,564507,4457368,,735,735,330,FEL
34,2,2,3,2,2,East-Down1,0,0,0,0,0,3422322East-Down1,,3422322East-Down1,564507,4457368,,735,735,330,FEL
34,2,2,3,2,2,East-Down2,2610.49,0,8,36,4,3422322East-Down2,,3422322East-Down2,564507,4457368,,735,735,330,FEL
34,2,2,3,2,2,North-Left2,2637.28,89,46,37,3,3422322North-Left2,,3422322North-Left2,564507,4457368,,735,735,330,FEL
34,2,2,3,2,2,North-Left1,0,0,0,0,0,3422322North-Left1,,3422322North-Left1,564507,4457368,,735,735,330,FEL
34,2,2,3,2,2,North-Right1,2643.85,89,46,46,3,3422322North-Right1,,3422322North-Right1,564507,4457368,,735,735,330,FEL
34,2,2,3,2,2,North-Right2,0,0,0,0,0,3422322North-Right2,,3422322North-Right2,564507,4457368,,735,735,330,FEL
34,2,2,3,2,2,South-Left2,0,0,0,0,0,3422322South-Left2,,3422322South-Left2,564507,4457368,,735,735,330,FEL
34,2,2,3,2,2,South-Left1,2645.71,89,54,31,4,3422322South-Left1,,3422322South-Left1,564507,4457368,,735,735,330,FEL
34,2,2,3,2,2,South-Right1,0,0,0,0,0,3422322South-Right1,,3422322South-Right1,564507,4457368,,735,735,330,FEL
34,2,2,3,2,2,South-Right2,2645.62,89,51,36,0,3422322South-Right2,,3422322South-Right2,564507,4457368,,735,735,330,FEL
21,9,2,21,1,1,West-Up2,0,0,0,0,0,21922111West-Up2,,21922111West-Up2,623695,4431653,,1000,1000,870,FEL
21,9,2,21,1,1,West-Up1,2668.44,0,0,48,4,21922111West-Up1,,21922111West-Up1,623695,4431653,,1000,1000,870,FEL
21,9,2,21,1,1,West-Down1,2636.94,0,2,18,2,21922111West-Down1,,21922111West-Down1,623695,4431653,,1000,1000,870,FEL
21,9,2,21,1,1,West-Down2,0,0,0,0,0,21922111West-Down2,,21922111West-Down2,623695,4431653,,1000,1000,870,FEL
21,9,2,21,1,1,East-Up2,0,0,0,0,0,21922111East-Up2,,21922111East-Up2,623695,4431653,,1000,1000,870,FEL
21,9,2,21,1,1,East-Up1,2646.31,0,3,12,2,21922111East-Up1,,21922111East-Up1,623695,4431653,,1000,1000,870,FEL
21,9,2,21,1,1,East-Down1,2644.33,0,23,9,2,21922111East-Down1,,21922111East-Down1,623695,4431653,,1000,1000,870,FEL
21,9,2,21,1,1,East-Down2,0,0,0,0,0,21922111East-Down2,,21922111East-Down2,623695,4431653,,1000,1000,870,FEL
21,9,2,21,1,1,North-Left2,0,0,0,0,0,21922111North-Left2,,21922111North-Left2,623695,4431653,,1000,1000,870,FEL
21,9,2,21,1,1,North-Left1,2644.69,89,59,14,4,21922111North-Left1,,21922111North-Left1,623695,4431653,,1000,1000,870,FEL
21,9,2,21,1,1,North-Right1,2640.91,89,53,16,3,21922111North-Right1,,21922111North-Right1,623695,4431653,,1000,1000,870,FEL
21,9,2,21,1,1,North-Right2,0,0,0,0,0,21922111North-Right2,,21922111North-Right2,623695,4431653,,1000,1000,870,FEL
21,9,2,21,1,1,South-Left2,0,0,0,0,0,21922111South-Left2,,21922111South-Left2,623695,4431653,,1000,1000,870,FEL
21,9,2,21,1,1,South-Left1,2635.85,89,12,12,3,21922111South-Left1,,21922111South-Left1,623695,4431653,,1000,1000,870,FEL
21,9,2,21,1,1,South-Right1,2630.93,89,37,27,4,21922111South-Right1,,21922111South-Right1,623695,4431653,,1000,1000,870,FEL
21,9,2,21,1,1,South-Right2,0,0,0,0,0,21922111South-Right2,,21922111South-Right2,623695,4431653,,1000,1000,870,FEL
13,4,2,1,2,2,West-Up2,1322.4425,0,9,43,1,1342122West-Up2,,1342122West-Up2,589644,4443044,,1890,1890,1805,FWL
13,4,2,1,2,2,West-Up1,1322.4425,0,9,43,1,1342122West-Up1,,1342122West-Up1,589644,4443044,,1890,1890,1805,FWL
13,4,2,1,2,2,West-Down1,1322.4425,0,9,43,1,1342122West-Down1,,1342122West-Down1,589644,4443044,,1890,1890,1805,FWL
13,4,2,1,2,2,West-Down2,1322.4425,0,9,43,1,1342122West-Down2,,1342122West-Down2,589644,4443044,,1890,1890,1805,FWL
13,4,2,1,2,2,East-Up2,1320.855,0,4,13,4,1342122East-Up2,,1342122East-Up2,589644,4443044,,1890,1890,1805,FWL
13,4,2,1,2,2,East-Up1,1320.855,0,4,13,4,1342122East-Up1,,1342122East-Up1,589644,4443044,,1890,1890,1805,FWL
13,4,2,1,2,2,East-Down1,1320.265,0,4,11,4,1342122East-Down1,,1342122East-Down1,589644,4443044,,1890,1890,1805,FWL
13,4,2,1,2,2,East-Down2,1320.265,0,4,11,4,1342122East-Down2,,1342122East-Down2,589644,4443044,,1890,1890,1805,FWL
13,4,2,1,2,2,North-Left2,1328.43,89,45,38,2,1342122North-Left2,,1342122North-Left2,589644,4443044,,1890,1890,1805,FWL
13,4,2,1,2,2,North-Left1,1328.43,89,45,38,2,1342122North-Left1,,1342122North-Left1,589644,4443044,,1890,1890,1805,FWL
13,4,2,1,2,2,North-Right1,1319.9,89,47,32,3,1342122North-Right1,,1342122North-Right1,589644,4443044,,1890,1890,1805,FWL
13,4,2,1,2,2,North-Right2,1319.23,89,46,32,3,1342122North-Right2,,1342122North-Right2,589644,4443044,,1890,1890,1805,FWL
13,4,2,1,2,2,South-Left2,1317.915,88,9,50,1,1342122South-Left2,,1342122South-Left2,589644,4443044,,1890,1890,1805,FWL
13,4,2,1,2,2,South-Left1,1317.915,88,9,50,1,1342122South-Left1,,1342122South-Left1,589644,4443044,,1890,1890,1805,FWL
13,4,2,1,2,2,South-Right1,1317.915,88,9,50,1,1342122South-Right1,,1342122South-Right1,589644,4443044,,1890,1890,1805,FWL
13,4,2,1,2,2,South-Right2,1317.915,88,9,50,1,1342122South-Right2,,1342122South-Right2,589644,4443044,,1890,1890,1805,FWL
23,4,2,2,1,2,West-Up2,1342.19,1,4,47,4,2342212West-Up2,,2342212West-Up2,608300,4442664,,214,214,861,FEL
23,4,2,2,1,2,West-Up1,719.79,1,4,47,4,2342212West-Up1,,2342212West-Up1,608300,4442664,,214,214,861,FEL
23,4,2,2,1,2,West-Down1,1318.37,1,5,1,4,2342212West-Down1,,2342212West-Down1,608300,4442664,,214,214,861,FEL
23,4,2,2,1,2,West-Down2,1318.37,1,5,1,4,2342212West-Down2,,2342212West-Down2,608300,4442664,,214,214,861,FEL
23,4,2,2,1,2,East-Up2,1357.56,1,5,26,4,2342212East-Up2,,2342212East-Up2,608300,4442664,,214,214,861,FEL
23,4,2,2,1,2,East-Up1,1357.5,1,5,18,4,2342212East-Up1,,2342212East-Up1,608300,4442664,,214,214,861,FEL
23,4,2,2,1,2,East-Down1,1307.34,0,5,38,2,2342212East-Down1,,2342212East-Down1,608300,4442664,,214,214,861,FEL
23,4,2,2,1,2,East-Down2,763.23,1,46,51,4,2342212East-Down2,,2342212East-Down2,608300,4442664,,214,214,861,FEL
23,4,2,2,1,2,North-Left2,1204.99,88,12,32,2,2342212North-Left2,,2342212North-Left2,608300,4442664,,214,214,861,FEL
23,4,2,2,1,2,North-Left1,1318.01,88,9,24,3,2342212North-Left1,,2342212North-Left1,608300,4442664,,214,214,861,FEL
23,4,2,2,1,2,North-Right1,1318.03,88,9,30,3,2342212North-Right1,,2342212North-Right1,608300,4442664,,214,214,861,FEL
23,4,2,2,1,2,North-Right2,1386.61,87,30,54,3,2342212North-Right2,,2342212North-Right2,608300,4442664,,214,214,861,FEL
23,4,2,2,1,2,South-Left2,1327.585,88,57,10,3,2342212South-Left2,,2342212South-Left2,608300,4442664,,214,214,861,FEL
23,4,2,2,1,2,South-Left1,1327.585,88,57,10,3,2342212South-Left1,,2342212South-Left1,608300,4442664,,214,214,861,FEL
23,4,2,2,1,2,South-Right1,1327.67,88,56,58,3,2342212South-Right1,,2342212South-Right1,608300,4442664,,214,214,861,FEL
23,4,2,2,1,2,South-Right2,1226.84,88,56,56,3,2342212South-Right2,,2342212South-Right2,608300,4442664,,214,214,861,FEL
18,4,2,1,2,2,West-Up2,0,0,0,0,0,1842122West-Up2,,1842122West-Up2,582529,4441130,,100,100,660,FEL
18,4,2,1,2,2,West-Up1,2639.55,0,50,18,4,1842122West-Up1,,1842122West-Up1,582529,4441130,,100,100,660,FEL
18,4,2,1,2,2,West-Down1,2638.99,0,57,48,4,1842122West-Down1,,1842122West-Down1,582529,4441130,,100,100,660,FEL
18,4,2,1,2,2,West-Down2,0,0,0,0,0,1842122West-Down2,,1842122West-Down2,582529,4441130,,100,100,660,FEL
18,4,2,1,2,2,East-Up2,0,0,0,0,0,1842122East-Up2,,1842122East-Up2,582529,4441130,,100,100,660,FEL
18,4,2,1,2,2,East-Up1,2645.6,0,55,3,1,1842122East-Up1,,1842122East-Up1,582529,4441130,,100,100,660,FEL
18,4,2,1,2,2,East-Down1,2645.6,0,55,3,1,1842122East-Down1,,1842122East-Down1,582529,4441130,,100,100,660,FEL
18,4,2,1,2,2,East-Down2,0,0,0,0,0,1842122East-Down2,,1842122East-Down2,582529,4441130,,100,100,660,FEL
18,4,2,1,2,2,North-Left2,0,0,0,0,0,1842122North-Left2,,1842122North-Left2,582529,4441130,,100,100,660,FEL
18,4,2,1,2,2,North-Left1,2459.4,89,0,7,3,1842122North-Left1,,1842122North-Left1,582529,4441130,,100,100,660,FEL
18,4,2,1,2,2,North-Right1,2640.97,89,0,7,3,1842122North-Right1,,1842122North-Right1,582529,4441130,,100,100,660,FEL
18,4,2,1,2,2,North-Right2,0,0,0,0,0,1842122North-Right2,,1842122North-Right2,582529,4441130,,100,100,660,FEL
18,4,2,1,2,2,South-Left2,0,0,0,0,0,1842122South-Left2,,1842122South-Left2,582529,4441130,,100,100,660,FEL
18,4,2,1,2,2,South-Left1,2462.72,89,7,15,2,1842122South-Left1,,1842122South-Left1,582529,4441130,,100,100,660,FEL
18,4,2,1,2,2,South-Right1,2639.53,89,8,59,2,1842122South-Right1,,1842122South-Right1,582529,4441130,,100,100,660,FEL
18,4,2,1,2,2,South-Right2,0,0,0,0,0,1842122South-Right2,,1842122South-Right2,582529,4441130,,100,100,660,FEL
7,1,2,1,2,2,West-Up2,1328.8,0,29,16,4,712122West-Up2,,712122West-Up2,581873,4474185,,1321,1321,1443,FEL
7,1,2,1,2,2,West-Up1,1328.8,0,29,16,4,712122West-Up1,,712122West-Up1,581873,4474185,,1321,1321,1443,FEL
7,1,2,1,2,2,West-Down1,1327.205,0,2,36,4,712122West-Down1,,712122West-Down1,581873,4474185,,1321,1321,1443,FEL
7,1,2,1,2,2,West-Down2,1327.205,0,2,36,4,712122West-Down2,,712122West-Down2,581873,4474185,,1321,1321,1443,FEL
7,1,2,1,2,2,East-Up2,1319.34,0,16,49,4,712122East-Up2,,712122East-Up2,581873,4474185,,1321,1321,1443,FEL
7,1,2,1,2,2,East-Up1,1319.34,0,16,49,4,712122East-Up1,,712122East-Up1,581873,4474185,,1321,1321,1443,FEL
7,1,2,1,2,2,East-Down1,1320.66,0,18,38,4,712122East-Down1,,712122East-Down1,581873,4474185,,1321,1321,1443,FEL
7,1,2,1,2,2,East-Down2,1320.66,0,18,38,4,712122East-Down2,,712122East-Down2,581873,4474185,,1321,1321,1443,FEL
7,1,2,1,2,2,North-Left2,1319.455,89,52,35,2,712122North-Left2,,712122North-Left2,581873,4474185,,1321,1321,1443,FEL
7,1,2,1,2,2,North-Left1,1319.455,89,52,35,2,712122North-Left1,,712122North-Left1,581873,4474185,,1321,1321,1443,FEL
7,1,2,1,2,2,North-Right1,1313.565,89,51,48,2,712122North-Right1,,712122North-Right1,581873,4474185,,1321,1321,1443,FEL
7,1,2,1,2,2,North-Right2,1313.565,89,51,48,2,712122North-Right2,,712122North-Right2,581873,4474185,,1321,1321,1443,FEL
7,1,2,1,2,2,South-Left2,1317.2025,89,31,20,2,712122South-Left2,,712122South-Left2,581873,4474185,,1321,1321,1443,FEL
7,1,2,1,2,2,South-Left1,1317.2025,89,31,20,2,712122South-Left1,,712122South-Left1,581873,4474185,,1321,1321,1443,FEL
7,1,2,1,2,2,South-Right1,1317.2025,89,31,20,2,712122South-Right1,,712122South-Right1,581873,4474185,,1321,1321,1443,FEL
7,1,2,1,2,2,South-Right2,1317.2025,89,31,20,2,712122South-Right2,,712122South-Right2,581873,4474185,,1321,1321,1443,FEL
26,3,2,5,2,2,West-Up2,0,0,0,0,0,2632522West-Up2,,2632522West-Up2,549238,4449201,,2408,2408,1540,FWL
26,3,2,5,2,2,West-Up1,2639.34,0,2,32,2,2632522West-Up1,,2632522West-Up1,549238,4449201,,2408,2408,1540,FWL
26,3,2,5,2,2,West-Down1,2647.54,0,1,32,2,2632522West-Down1,,2632522West-Down1,549238,4449201,,2408,2408,1540,FWL
26,3,2,5,2,2,West-Down2,0,0,0,0,0,2632522West-Down2,,2632522West-Down2,549238,4449201,,2408,2408,1540,FWL
26,3,2,5,2,2,East-Up2,0,0,0,0,0,2632522East-Up2,,2632522East-Up2,549238,4449201,,2408,2408,1540,FWL
26,3,2,5,2,2,East-Up1,2640.85,0,3,54,2,2632522East-Up1,,2632522East-Up1,549238,4449201,,2408,2408,1540,FWL
26,3,2,5,2,2,East-Down1,2640.85,0,3,54,2,2632522East-Down1,,2632522East-Down1,549238,4449201,,2408,2408,1540,FWL
26,3,2,5,2,2,East-Down2,0,0,0,0,0,2632522East-Down2,,2632522East-Down2,549238,4449201,,2408,2408,1540,FWL
26,3,2,5,2,2,North-Left2,1320.14,89,53,4,1,2632522North-Left2,,2632522North-Left2,549238,4449201,,2408,2408,1540,FWL
26,3,2,5,2,2,North-Left1,1320.14,89,53,4,1,2632522North-Left1,,2632522North-Left1,549238,4449201,,2408,2408,1540,FWL
26,3,2,5,2,2,North-Right1,2629.71,89,35,0,2,2632522North-Right1,,2632522North-Right1,549238,4449201,,2408,2408,1540,FWL
26,3,2,5,2,2,North-Right2,0,0,0,0,0,2632522North-Right2,,2632522North-Right2,549238,4449201,,2408,2408,1540,FWL
26,3,2,5,2,2,South-Left2,0,0,0,0,0,2632522South-Left2,,2632522South-Left2,549238,4449201,,2408,2408,1540,FWL
26,3,2,5,2,2,South-Left1,2642.77,89,51,26,2,2632522South-Left1,,2632522South-Left1,549238,4449201,,2408,2408,1540,FWL
26,3,2,5,2,2,South-Right1,2624.31,89,43,45,3,2632522South-Right1,,2632522South-Right1,549238,4449201,,2408,2408,1540,FWL
26,3,2,5,2,2,South-Right2,0,0,0,0,0,2632522South-Right2,,2632522South-Right2,549238,4449201,,2408,2408,1540,FWL
