Section,Township,Township Direction,Range,Range Direction,Baseline,Side,Length,Degrees,Minutes,Seconds,Alignment,North Reference,Concatenation
1,3,2,5,2,2,East-Down2,0,0,0,0,0,T,132522East-Down2
1,3,2,5,2,2,North-Left2,0,0,0,0,0,T,132522North-Left2
1,3,2,5,2,2,North-Left1,2647.08,89,56,0,1,T,132522North-Left1
1,3,2,5,2,2,North-Right1,2650.46,89,58,16,2,T,132522North-Right1
1,3,2,5,2,2,North-Right2,0,0,0,0,0,T,132522North-Right2
1,3,2,5,2,2,South-Left2,0,0,0,0,0,T,132522South-Left2
1,3,2,5,2,2,South-Left1,3963.89,89,54,49,3,T,132522South-Left1
1,3,2,5,2,2,South-Right1,1321.4,89,54,58,2,T,132522South-Right1
1,3,2,5,2,2,South-Right2,0,0,0,0,0,T,132522South-Right2
7,3,2,4,2,2,West-Up2,0,0,0,0,0,T,732422West-Up2
7,3,2,4,2,2,West-Up1,2631.6,0,29,1,3,T,732422West-Up1
7,3,2,4,2,2,West-Down1,2650.27,0,5,47,3,T,732422West-Down1
7,3,2,4,2,2,West-Down2,0,0,0,0,0,T,732422West-Down2
7,3,2,4,2,2,East-Up2,0,0,0,0,0,T,732422East-Up2
7,3,2,4,2,2,East-Up1,2631.33,0,15,33,3,T,732422East-Up1
7,3,2,4,2,2,East-Down1,2637.4,0,1,24,3,T,732422East-Down1
7,3,2,4,2,2,East-Down2,0,0,0,0,0,T,732422East-Down2
7,3,2,4,2,2,North-Left2,0,0,0,0,0,T,732422North-Left2
7,3,2,4,2,2,North-Left1,2642.65,89,54,53,2,T,732422North-Left1
7,3,2,4,2,2,North-Right1,1321.21,89,54,42,2,T,732422North-Right1
7,3,2,4,2,2,North-Right2,1321.41,89,54,59,2,T,732422North-Right2
7,3,2,4,2,2,South-Left2,0,0,0,0,0,T,732422South-Left2
7,3,2,4,2,2,South-Left1,2649.53,89,45,16,2,T,732422South-Left1
7,3,2,4,2,2,South-Right1,2649.48,89,47,31,2,T,732422South-Right1
7,3,2,4,2,2,South-Right2,0,0,0,0,0,T,732422South-Right2
12,3,2,5,2,2,West-Up2,0,0,0,0,0,T,1232522West-Up2
12,3,2,5,2,2,West-Up1,2652.15,0,3,39,3,T,1232522West-Up1
12,3,2,5,2,2,West-Down1,2659.61,0,28,29,3,T,1232522West-Down1
12,3,2,5,2,2,West-Down2,0,0,0,0,0,T,1232522West-Down2
12,3,2,5,2,2,East-Up2,0,0,0,0,0,T,1232522East-Up2
12,3,2,5,2,2,East-Up1,2631.6,0,29,1,3,T,1232522East-Up1
12,3,2,5,2,2,East-Down1,2650.27,0,5,47,3,T,1232522East-Down1
12,3,2,5,2,2,East-Down2,0,0,0,0,0,T,1232522East-Down2
12,3,2,5,2,2,North-Left2,0,0,0,0,0,T,1232522North-Left2
12,3,2,5,2,2,North-Left1,2630.85,89,52,44,4,T,1232522North-Left1
12,3,2,5,2,2,North-Right1,2620.66,89,53,21,2,T,1232522North-Right1
12,3,2,5,2,2,North-Right2,0,0,0,0,0,T,1232522North-Right2
12,3,2,5,2,2,South-Left2,0,0,0,0,0,T,1232522South-Left2
12,3,2,5,2,2,South-Left1,2610.06,89,38,23,2,T,1232522South-Left1
12,3,2,5,2,2,South-Right1,2639.69,89,43,5,2,T,1232522South-Right1
12,3,2,5,2,2,South-Right2,0,0,0,0,0,T,1232522South-Right2
25,3,2,5,2,2,West-Up2,0,0,0,0,0,T,2532522West-Up2
25,3,2,5,2,2,West-Up1,2640.85,0,3,54,2,T,2532522West-Up1
25,3,2,5,2,2,West-Down1,2640.85,0,3,54,2,T,2532522West-Down1
25,3,2,5,2,2,West-Down2,0,0,0,0,0,T,2532522West-Down2
25,3,2,5,2,2,East-Up2,0,0,0,0,0,T,2532522East-Up2
25,3,2,5,2,2,East-Up1,2648,0,5,24,3,T,2532522East-Up1
25,3,2,5,2,2,East-Down1,2636.42,0,6,27,3,T,2532522East-Down1
25,3,2,5,2,2,East-Down2,0,0,0,0,0,T,2532522East-Down2
25,3,2,5,2,2,North-Left2,0,0,0,0,0,T,2532522North-Left2
25,3,2,5,2,2,North-Left1,2644.22,89,44,10,3,T,2532522North-Left1
25,3,2,5,2,2,North-Right1,2644.09,89,44,3,2,T,2532522North-Right1
25,3,2,5,2,2,North-Right2,0,0,0,0,0,T,2532522North-Right2
25,3,2,5,2,2,South-Left2,1317.41,89,58,11,3,T,2532522South-Left2
25,3,2,5,2,2,South-Left1,1317.51,89,58,41,3,T,2532522South-Left1
25,3,2,5,2,2,South-Right1,1317.51,89,58,41,3,T,2532522South-Right1
25,3,2,5,2,2,South-Right2,1331.31,89,8,18,3,T,2532522South-Right2
26,3,2,5,2,2,West-Up2,0,0,0,0,0,T,2632522West-Up2
26,3,2,5,2,2,West-Up1,5272.38,0,7,46,2,T,2632522West-Up1
26,3,2,5,2,2,West-Down1,0,0,0,0,0,T,2632522West-Down1
26,3,2,5,2,2,West-Down2,0,0,0,0,0,T,2632522West-Down2
26,3,2,5,2,2,East-Up2,0,0,0,0,0,T,2632522East-Up2
26,3,2,5,2,2,East-Up1,5281.24,0,1,28,2,T,2632522East-Up1
26,3,2,5,2,2,East-Down1,0,0,0,0,0,T,2632522East-Down1
26,3,2,5,2,2,East-Down2,0,0,0,0,0,T,2632522East-Down2
26,3,2,5,2,2,North-Left2,0,0,0,0,0,T,2632522North-Left2
26,3,2,5,2,2,North-Left1,2639.36,89,38,16,3,T,2632522North-Left1
26,3,2,5,2,2,North-Right1,2639.36,89,38,16,3,T,2632522North-Right1
26,3,2,5,2,2,North-Right2,0,0,0,0,0,T,2632522North-Right2
26,3,2,5,2,2,South-Left2,0,0,0,0,0,T,2632522South-Left2
26,3,2,5,2,2,South-Left1,2644.22,89,44,10,3,T,2632522South-Left1
26,3,2,5,2,2,South-Right1,2644.13,89,44,13,2,T,2632522South-Right1
26,3,2,5,2,2,South-Right2,0,0,0,0,0,T,2632522South-Right2
24,3,2,5,2,2,West-Up2,0,0,0,0,0,T,2432522West-Up2
24,3,2,5,2,2,West-Up1,5272.38,0,7,46,2,T,2432522West-Up1
24,3,2,5,2,2,West-Down1,0,0,0,0,0,T,2432522West-Down1
24,3,2,5,2,2,West-Down2,0,0,0,0,0,T,2432522West-Down2
24,3,2,5,2,2,East-Up2,0,0,0,0,0,T,2432522East-Up2
24,3,2,5,2,2,East-Up1,5281.24,0,1,28,2,T,2432522East-Up1
24,3,2,5,2,2,East-Down1,0,0,0,0,0,T,2432522East-Down1
24,3,2,5,2,2,East-Down2,0,0,0,0,0,T,2432522East-Down2
24,3,2,5,2,2,North-Left2,0,0,0,0,0,T,2432522North-Left2
24,3,2,5,2,2,North-Left1,2639.36,89,38,16,3,T,2432522North-Left1
24,3,2,5,2,2,North-Right1,2639.36,89,38,16,3,T,2432522North-Right1
24,3,2,5,2,2,North-Right2,0,0,0,0,0,T,2432522North-Right2
24,3,2,5,2,2,South-Left2,0,0,0,0,0,T,2432522South-Left2
24,3,2,5,2,2,South-Left1,2644.22,89,44,10,3,T,2432522South-Left1
24,3,2,5,2,2,South-Right1,2644.13,89,44,13,2,T,2432522South-Right1
24,3,2,5,2,2,South-Right2,0,0,0,0,0,T,2432522South-Right2
23,3,2,5,2,2,West-Up2,0,0,0,0,0,T,2332522West-Up2
23,3,2,5,2,2,West-Up1,2630.97,0,1,47,2,T,2332522West-Up1
23,3,2,5,2,2,West-Down1,2635.37,0,2,4,2,T,2332522West-Down1
23,3,2,5,2,2,West-Down2,0,0,0,0,0,T,2332522West-Down2
23,3,2,5,2,2,East-Up2,0,0,0,0,0,T,2332522East-Up2
23,3,2,5,2,2,East-Up1,5272.38,0,7,46,2,T,2332522East-Up1
23,3,2,5,2,2,East-Down1,0,0,0,0,0,T,2332522East-Down1
23,3,2,5,2,2,East-Down2,0,0,0,0,0,T,2332522East-Down2
23,3,2,5,2,2,North-Left2,1315.83,89,44,21,2,T,2332522North-Left2
23,3,2,5,2,2,North-Left1,1317.77,89,47,16,2,T,2332522North-Left1
23,3,2,5,2,2,North-Right1,2645.31,89,48,21,2,T,2332522North-Right1
23,3,2,5,2,2,North-Right2,0,0,0,0,0,T,2332522North-Right2
23,3,2,5,2,2,South-Left2,1320.14,89,53,4,1,T,2332522South-Left2
23,3,2,5,2,2,South-Left1,1320.14,89,53,4,1,T,2332522South-Left1
23,3,2,5,2,2,South-Right1,2629.71,89,35,0,2,T,2332522South-Right1
23,3,2,5,2,2,South-Right2,0,0,0,0,0,T,2332522South-Right2
19,3,2,4,2,2,West-Up2,0,0,0,0,0,T,1932422West-Up2
19,3,2,4,2,2,West-Up1,5272.38,0,7,46,3,T,1932422West-Up1
19,3,2,4,2,2,West-Down1,0,0,0,0,0,T,1932422West-Down1
19,3,2,4,2,2,West-Down2,0,0,0,0,0,T,1932422West-Down2
19,3,2,4,2,2,East-Up2,0,0,0,0,0,T,1932422East-Up2
19,3,2,4,2,2,East-Up1,5281.24,0,1,28,3,T,1932422East-Up1
19,3,2,4,2,2,East-Down1,0,0,0,0,0,T,1932422East-Down1
19,3,2,4,2,2,East-Down2,0,0,0,0,0,T,1932422East-Down2
19,3,2,4,2,2,North-Left2,0,0,0,0,0,T,1932422North-Left2
19,3,2,4,2,2,North-Left1,2639.36,89,38,16,3,T,1932422North-Left1
19,3,2,4,2,2,North-Right1,2639.36,89,38,16,3,T,1932422North-Right1
19,3,2,4,2,2,North-Right2,0,0,0,0,0,T,1932422North-Right2
19,3,2,4,2,2,South-Left2,0,0,0,0,0,T,1932422South-Left2
19,3,2,4,2,2,South-Left1,2644.22,89,44,10,3,T,1932422South-Left1
19,3,2,4,2,2,South-Right1,2644.15,89,44,1,3,T,1932422South-Right1
19,3,2,4,2,2,South-Right2,0,0,0,0,0,T,1932422South-Right2
24,3,2,4,2,2,West-Up2,0,0,0,0,0,T,2432422West-Up2
24,3,2,4,2,2,West-Up1,2630.74,0,1,42,3,T,2432422West-Up1
24,3,2,4,2,2,West-Down1,2635.48,0,2,10,3,T,2432422West-Down1
24,3,2,4,2,2,West-Down2,0,0,0,0,0,T,2432422West-Down2
24,3,2,4,2,2,East-Up2,0,0,0,0,0,T,2432422East-Up2
24,3,2,4,2,2,East-Up1,5272.38,0,7,46,3,T,2432422East-Up1
24,3,2,4,2,2,East-Down1,0,0,0,0,0,T,2432422East-Down1
24,3,2,4,2,2,East-Down2,0,0,0,0,0,T,2432422East-Down2
24,3,2,4,2,2,North-Left2,0,0,0,0,0,T,2432422North-Left2
24,3,2,4,2,2,North-Left1,2633.54,89,45,49,3,T,2432422North-Left1
24,3,2,4,2,2,North-Right1,2645.36,89,48,12,3,T,2432422North-Right1
24,3,2,4,2,2,North-Right2,0,0,0,0,0,T,2432422North-Right2
24,3,2,4,2,2,South-Left2,0,0,0,0,0,T,2432422South-Left2
24,3,2,4,2,2,South-Left1,2640.27,89,53,4,1,T,2432422South-Left1
24,3,2,4,2,2,South-Right1,2629.71,89,35,0,3,T,2432422South-Right1
24,3,2,4,2,2,South-Right2,0,0,0,0,0,T,2432422South-Right2
27,3,2,4,2,2,West-Up2,0,0,0,0,0,T,2732422West-Up2
27,3,2,4,2,2,West-Up1,2621.67,0,5,5,3,T,2732422West-Up1
27,3,2,4,2,2,West-Down1,0,0,0,0,0,T,2732422West-Down1
27,3,2,4,2,2,West-Down2,2634.95,0,2,13,3,T,2732422West-Down2
27,3,2,4,2,2,East-Up2,0,0,0,0,0,T,2732422East-Up2
27,3,2,4,2,2,East-Up1,2610.89,0,16,50,1,T,2732422East-Up1
27,3,2,4,2,2,East-Down1,0,0,0,0,0,T,2732422East-Down1
27,3,2,4,2,2,East-Down2,2609.78,0,13,15,1,T,2732422East-Down2
27,3,2,4,2,2,North-Left2,0,0,0,0,0,T,2732422North-Left2
27,3,2,4,2,2,North-Left1,2646.75,89,47,4,4,T,2732422North-Left1
27,3,2,4,2,2,North-Right1,1327.62,89,57,46,3,T,2732422North-Right1
27,3,2,4,2,2,North-Right2,1320.48,89,56,11,4,T,2732422North-Right2
27,3,2,4,2,2,South-Left2,0,0,0,0,0,T,2732422South-Left2
27,3,2,4,2,2,South-Left1,2661.67,89,43,36,2,T,2732422South-Left1
27,3,2,4,2,2,South-Right1,0,0,0,0,0,T,2732422South-Right1
27,3,2,4,2,2,South-Right2,2661.64,89,43,33,2,T,2732422South-Right2
31,1,2,1,2,2,West-Up2,0,0,0,0,0,T,3112122West-Up2
31,1,2,1,2,2,West-Up1,2633.5,0,1,29,4,T,3112122West-Up1
31,1,2,1,2,2,West-Down1,2644.78,0,16,37,4,T,3112122West-Down1
31,1,2,1,2,2,West-Down2,0,0,0,0,0,T,3112122West-Down2
31,1,2,1,2,2,East-Up2,0,0,0,0,0,T,3112122East-Up2
31,1,2,1,2,2,East-Up1,2639.15,0,6,13,2,T,3112122East-Up1
31,1,2,1,2,2,East-Down1,1312.95,0,8,43,2,T,3112122East-Down1
31,1,2,1,2,2,East-Down2,1316.71,0,8,34,2,T,3112122East-Down2
31,1,2,1,2,2,North-Left2,0,0,0,0,0,T,3112122North-Left2
31,1,2,1,2,2,North-Left1,2638.81,89,34,56,2,T,3112122North-Left1
31,1,2,1,2,2,North-Right1,2653.92,89,55,10,2,T,3112122North-Right1
31,1,2,1,2,2,North-Right2,0,0,0,0,0,T,3112122North-Right2
31,1,2,1,2,2,South-Left2,1317.14,87,48,33,2,T,3112122South-Left2
31,1,2,1,2,2,South-Left1,1297.9,89,38,12,2,T,3112122South-Left1
31,1,2,1,2,2,South-Right1,2653.42,89,26,5,1,T,3112122South-Right1
31,1,2,1,2,2,South-Right2,0,0,0,0,0,T,3112122South-Right2
17,3,2,5,2,2,West-Up2,0,0,0,0,0,T,1732522West-Up2
17,3,2,5,2,2,West-Up1,2638.96,0,31,12,2,T,1732522West-Up1
17,3,2,5,2,2,West-Down1,2655.95,0,2,9,4,T,1732522West-Down1
17,3,2,5,2,2,West-Down2,0,0,0,0,0,T,1732522West-Down2
17,3,2,5,2,2,East-Up2,0,0,0,0,0,T,1732522East-Up2
17,3,2,5,2,2,East-Up1,2642.47,0,9,53,4,T,1732522East-Up1
17,3,2,5,2,2,East-Down1,2644.13,0,6,17,4,T,1732522East-Down1
17,3,2,5,2,2,East-Down2,0,0,0,0,0,T,1732522East-Down2
17,3,2,5,2,2,North-Left2,0,0,0,0,0,T,1732522North-Left2
17,3,2,5,2,2,North-Left1,2638.8,89,49,46,3,T,1732522North-Left1
17,3,2,5,2,2,North-Right1,2659.03,89,53,58,3,T,1732522North-Right1
17,3,2,5,2,2,North-Right2,0,0,0,0,0,T,1732522North-Right2
17,3,2,5,2,2,South-Left2,0,0,0,0,0,T,1732522South-Left2
17,3,2,5,2,2,South-Left1,2694.58,89,53,24,1,T,1732522South-Left1
17,3,2,5,2,2,South-Right1,2638.09,89,26,15,3,T,1732522South-Right1
17,3,2,5,2,2,South-Right2,0,0,0,0,0,T,1732522South-Right2
16,3,2,5,2,2,West-Up2,0,0,0,0,0,T,1632522West-Up2
16,3,2,5,2,2,West-Up1,2642.47,0,9,53,4,T,1632522West-Up1
16,3,2,5,2,2,West-Down1,2644.13,0,6,17,4,T,1632522West-Down1
16,3,2,5,2,2,West-Down2,0,0,0,0,0,T,1632522West-Down2
16,3,2,5,2,2,East-Up2,0,0,0,0,0,T,1632522East-Up2
16,3,2,5,2,2,East-Up1,2637.95,0,11,35,4,T,1632522East-Up1
16,3,2,5,2,2,East-Down1,2639.58,0,0,34,2,T,1632522East-Down1
16,3,2,5,2,2,East-Down2,0,0,0,0,0,T,1632522East-Down2
16,3,2,5,2,2,North-Left2,0,0,0,0,0,T,1632522North-Left2
16,3,2,5,2,2,North-Left1,2617.55,89,47,16,2,T,1632522North-Left1
16,3,2,5,2,2,North-Right1,2637.62,89,27,57,4,T,1632522North-Right1
16,3,2,5,2,2,North-Right2,0,0,0,0,0,T,1632522North-Right2
16,3,2,5,2,2,South-Left2,0,0,0,0,0,T,1632522South-Left2
16,3,2,5,2,2,South-Left1,5251.25,89,56,11,1,T,1632522South-Left1
16,3,2,5,2,2,South-Right1,0,0,0,0,0,T,1632522South-Right1
16,3,2,5,2,2,South-Right2,0,0,0,0,0,T,1632522South-Right2
16,7,2,20,1,1,West-Up2,1314.41,1,48,48,4,T,16722011West-Up2
16,7,2,20,1,1,West-Up1,1314.41,1,48,48,4,T,16722011West-Up1
16,7,2,20,1,1,West-Down1,1332.57,1,30,29,4,T,16722011West-Down1
16,7,2,20,1,1,West-Down2,1286.38,1,41,46,4,T,16722011West-Down2
16,7,2,20,1,1,East-Up2,1278.835,1,45,15,4,T,16722011East-Up2
16,7,2,20,1,1,East-Up1,1278.835,1,45,15,4,T,16722011East-Up1
16,7,2,20,1,1,East-Down1,1315.055,1,54,58,4,T,16722011East-Down1
16,7,2,20,1,1,East-Down2,1315.055,1,54,58,4,T,16722011East-Down2
16,7,2,20,1,1,North-Left2,1331.82,88,19,28,3,T,16722011North-Left2
16,7,2,20,1,1,North-Left1,1331.82,88,19,28,3,T,16722011North-Left1
16,7,2,20,1,1,North-Right1,1330.125,89,4,56,3,T,16722011North-Right1
16,7,2,20,1,1,North-Right2,1330.125,89,4,56,3,T,16722011North-Right2
16,7,2,20,1,1,South-Left2,1334.505,88,4,28,3,T,16722011South-Left2
16,7,2,20,1,1,South-Left1,1334.505,88,4,28,3,T,16722011South-Left1
16,7,2,20,1,1,South-Right1,1333.185,88,2,28,3,T,16722011South-Right1
16,7,2,20,1,1,South-Right2,1333.185,88,2,28,3,T,16722011South-Right2
13,7,2,20,1,1,West-Up2,1322.98,0,34,35,4,2,13722011West-Up2
13,7,2,20,1,1,West-Up1,1326.92,0,33,46,4,2,13722011West-Up1
13,7,2,20,1,1,West-Down1,1328.24,2,34,32,4,2,13722011West-Down1
13,7,2,20,1,1,West-Down2,1331.91,2,37,53,4,2,13722011West-Down2
13,7,2,20,1,1,East-Up2,0,0,0,0,0,2,13722011East-Up2
13,7,2,20,1,1,East-Up1,2658.5,1,38,17,4,2,13722011East-Up1
13,7,2,20,1,1,East-Down1,2658.29,1,38,27,4,2,13722011East-Down1
13,7,2,20,1,1,East-Down2,0,0,0,0,0,2,13722011East-Down2
13,7,2,20,1,1,North-Left2,1314.6,87,42,17,3,2,13722011North-Left2
13,7,2,20,1,1,North-Left1,1351.17,88,7,53,3,2,13722011North-Left1
13,7,2,20,1,1,North-Right1,2688.72,87,27,52,3,2,13722011North-Right1
13,7,2,20,1,1,North-Right2,0,0,0,0,0,2,13722011North-Right2
13,7,2,20,1,1,South-Left2,1365.68,88,45,30,3,2,13722011South-Left2
13,7,2,20,1,1,South-Left1,1365.92,88,44,41,3,2,13722011South-Left1
13,7,2,20,1,1,South-Right1,1314.77,86,45,41,3,2,13722011South-Right1
13,7,2,20,1,1,South-Right2,1313.51,86,45,7,3,2,13722011South-Right2
16,7,2,22,1,1,West-Up2,0,0,0,0,0,T,16722211West-Up2
16,7,2,22,1,1,West-Up1,2640.81,0,23,10,4,T,16722211West-Up1
16,7,2,22,1,1,West-Down1,0,2640.43,0,24,36,T,16722211West-Down1
16,7,2,22,1,1,West-Down2,0,0,0,0,0,T,16722211West-Down2
16,7,2,22,1,1,East-Up2,0,0,0,0,0,T,16722211East-Up2
16,7,2,22,1,1,East-Up1,2641.61,0,24,55,4,T,16722211East-Up1
16,7,2,22,1,1,East-Down1,0,2641.25,0,24,55,T,16722211East-Down1
16,7,2,22,1,1,East-Down2,0,0,0,0,0,T,16722211East-Down2
16,7,2,22,1,1,North-Left2,0,0,0,0,0,T,16722211North-Left2
16,7,2,22,1,1,North-Left1,2645.71,89,36,18,3,T,16722211North-Left1
16,7,2,22,1,1,North-Right1,2645.96,89,36,14,3,T,16722211North-Right1
16,7,2,22,1,1,North-Right2,0,0,0,0,0,T,16722211North-Right2
16,7,2,22,1,1,South-Left2,0,0,0,0,0,T,16722211South-Left2
16,7,2,22,1,1,South-Left1,2648.06,89,38,47,3,T,16722211South-Left1
16,7,2,22,1,1,South-Right1,2645.21,89,35,51,3,T,16722211South-Right1
16,7,2,22,1,1,South-Right2,0,0,0,0,0,T,16722211South-Right2
7,4,2,3,2,2,West-Up2,1314.915,0,30,13,4,T,742322West-Up2
7,4,2,3,2,2,West-Up1,1314.915,0,30,13,4,T,742322West-Up1
7,4,2,3,2,2,West-Down1,1321.23,0,51,6,1,T,742322West-Down1
7,4,2,3,2,2,West-Down2,1321.23,0,51,6,1,T,742322West-Down2
7,4,2,3,2,2,East-Up2,1321.1475,1,27,57,4,T,742322East-Up2
7,4,2,3,2,2,East-Up1,1321.1475,1,27,57,4,T,742322East-Up1
7,4,2,3,2,2,East-Down1,1321.1475,1,27,57,4,T,742322East-Down1
7,4,2,3,2,2,East-Down2,1321.1475,1,27,57,4,T,742322East-Down2
7,4,2,3,2,2,North-Left2,1506.105,89,35,17,1,T,742322North-Left2
7,4,2,3,2,2,North-Left1,1506.105,89,35,17,1,T,742322North-Left1
7,4,2,3,2,2,North-Right1,1317.035,89,38,46,2,T,742322North-Right1
7,4,2,3,2,2,North-Right2,1317.035,89,38,46,2,T,742322North-Right2
7,4,2,3,2,2,South-Left2,1525.235,89,3,19,1,T,742322South-Left2
7,4,2,3,2,2,South-Left1,1525.235,89,3,19,1,T,742322South-Left1
7,4,2,3,2,2,South-Right1,1334.55,89,16,17,2,T,742322South-Right1
7,4,2,3,2,2,South-Right2,1334.55,89,16,17,2,T,742322South-Right2
13,4,2,3,2,2,West-Up2,1350.8475,1,11,41,4,T,1342322West-Up2
13,4,2,3,2,2,West-Up1,1350.8475,1,11,41,4,T,1342322West-Up1
13,4,2,3,2,2,West-Down1,1350.8475,1,11,41,4,T,1342322West-Down1
13,4,2,3,2,2,West-Down2,1350.8475,1,11,41,4,T,1342322West-Down2
13,4,2,3,2,2,East-Up2,1336.685,1,13,58,1,T,1342322East-Up2
13,4,2,3,2,2,East-Up1,1336.685,1,13,58,1,T,1342322East-Up1
13,4,2,3,2,2,East-Down1,1306.265,1,13,58,1,T,1342322East-Down1
13,4,2,3,2,2,East-Down2,1306.265,1,13,58,1,T,1342322East-Down2
13,4,2,3,2,2,North-Left2,1322.91,89,32,22,1,T,1342322North-Left2
13,4,2,3,2,2,North-Left1,1322.91,89,32,22,1,T,1342322North-Left1
13,4,2,3,2,2,North-Right1,1322.91,89,34,22,1,T,1342322North-Right1
13,4,2,3,2,2,North-Right2,1322.91,89,34,22,1,T,1342322North-Right2
13,4,2,3,2,2,South-Left2,1323.2825,89,9,17,2,T,1342322South-Left2
13,4,2,3,2,2,South-Left1,1323.2825,89,9,17,2,T,1342322South-Left1
13,4,2,3,2,2,South-Right1,1323.2825,89,9,17,2,T,1342322South-Right1
13,4,2,3,2,2,South-Right2,1323.2825,89,9,17,2,T,1342322South-Right2
13,4,2,4,2,2,West-Up2,1326.9625,1,5,47,4,T,1342422West-Up2
13,4,2,4,2,2,West-Up1,1326.9625,1,5,47,4,T,1342422West-Up1
13,4,2,4,2,2,West-Down1,1326.9625,1,5,47,4,T,1342422West-Down1
13,4,2,4,2,2,West-Down2,1326.9625,1,5,47,4,T,1342422West-Down2
13,4,2,4,2,2,East-Up2,1334.44,0,5,52,2,T,1342422East-Up2
13,4,2,4,2,2,East-Up1,1334.44,0,5,52,2,T,1342422East-Up1
13,4,2,4,2,2,East-Down1,1321.4,0,53,34,4,T,1342422East-Down1
13,4,2,4,2,2,East-Down2,1321.4,0,53,34,4,T,1342422East-Down2
13,4,2,4,2,2,North-Left2,1323.2825,89,9,17,2,T,1342422North-Left2
13,4,2,4,2,2,North-Left1,1323.2825,89,9,17,2,T,1342422North-Left1
13,4,2,4,2,2,North-Right1,1323.2825,89,9,17,2,T,1342422North-Right1
13,4,2,4,2,2,North-Right2,1323.2825,89,9,17,2,T,1342422North-Right2
13,4,2,4,2,2,South-Left2,1307.03,89,11,36,3,T,1342422South-Left2
13,4,2,4,2,2,South-Left1,1307.03,89,11,36,3,T,1342422South-Left1
13,4,2,4,2,2,South-Right1,1307.03,89,11,36,3,T,1342422South-Right1
13,4,2,4,2,2,South-Right2,1307.03,89,11,36,3,T,1342422South-Right2
18,3,2,1,2,2,West-Up2,0,0,0,0,0,T,1832122West-Up2
18,3,2,1,2,2,West-Up1,2647.87,0,5,35,4,T,1832122West-Up1
18,3,2,1,2,2,West-Down1,1323.3,0,12,52,4,T,1832122West-Down1
18,3,2,1,2,2,West-Down2,1322.43,0,6,51,4,T,1832122West-Down2
18,3,2,1,2,2,East-Up2,0,0,0,0,0,T,1832122East-Up2
18,3,2,1,2,2,East-Up1,2661.1,0,15,53,4,T,1832122East-Up1
18,3,2,1,2,2,East-Down1,1338.03,0,0,58,4,T,1832122East-Down1
18,3,2,1,2,2,East-Down2,1325.03,0,0,8,2,T,1832122East-Down2
18,3,2,1,2,2,North-Left2,0,0,0,0,0,T,1832122North-Left2
18,3,2,1,2,2,North-Left1,2616.75,88,32,58,2,T,1832122North-Left1
18,3,2,1,2,2,North-Right1,2653.16,89,46,55,2,T,1832122North-Right1
18,3,2,1,2,2,North-Right2,0,0,0,0,0,T,1832122North-Right2
18,3,2,1,2,2,South-Left2,0,0,0,0,0,T,1832122South-Left2
18,3,2,1,2,2,South-Left1,5269.99,89,30,8,2,T,1832122South-Left1
18,3,2,1,2,2,South-Right1,0,0,0,0,0,T,1832122South-Right1
18,3,2,1,2,2,South-Right2,0,0,0,0,0,T,1832122South-Right2
1,3,2,2,2,2,West-Up2,0,0,0,0,0,2,132222West-Up2
1,3,2,2,2,2,West-Up1,5287.94,1,7,1,4,2,132222West-Up1
1,3,2,2,2,2,West-Down1,0,0,0,0,0,2,132222West-Down1
1,3,2,2,2,2,West-Down2,0,0,0,0,0,2,132222West-Down2
1,3,2,2,2,2,East-Up2,0,0,0,0,0,2,132222East-Up2
1,3,2,2,2,2,East-Up1,2644.7,0,54,41,4,2,132222East-Up1
1,3,2,2,2,2,East-Down1,1320.81,1,3,6,4,2,132222East-Down1
1,3,2,2,2,2,East-Down2,1321.04,0,54,40,4,2,132222East-Down2
1,3,2,2,2,2,North-Left2,0,0,0,0,0,2,132222North-Left2
1,3,2,2,2,2,North-Left1,2650.68,88,59,29,3,2,132222North-Left1
1,3,2,2,2,2,North-Right1,1316.15,89,12,42,3,2,132222North-Right1
1,3,2,2,2,2,North-Right2,1317.29,88,26,37,3,2,132222North-Right2
1,3,2,2,2,2,South-Left2,1317.81,88,57,7,3,2,132222South-Left2
1,3,2,2,2,2,South-Left1,1310.55,88,51,1,3,2,132222South-Left1
1,3,2,2,2,2,South-Right1,2639.96,88,53,15,3,2,132222South-Right1
1,3,2,2,2,2,South-Right2,0,0,0,0,0,2,132222South-Right2
36,3,2,2,2,2,West-Up2,0,0,0,0,0,2,3632222West-Up2
36,3,2,2,2,2,West-Up1,2640.64,1,17,9,4,2,3632222West-Up1
36,3,2,2,2,2,West-Down1,2640.41,1,17,3,4,2,3632222West-Down1
36,3,2,2,2,2,West-Down2,0,0,0,0,0,2,3632222West-Down2
36,3,2,2,2,2,East-Up2,0,0,0,0,0,2,3632222East-Up2
36,3,2,2,2,2,East-Up1,2642.84,0,49,27,4,2,3632222East-Up1
36,3,2,2,2,2,East-Down1,2643.1,0,48,57,4,2,3632222East-Down1
36,3,2,2,2,2,East-Down2,0,0,0,0,0,2,3632222East-Down2
36,3,2,2,2,2,North-Left2,0,0,0,0,0,2,3632222North-Left2
36,3,2,2,2,2,North-Left1,2646.99,88,40,43,3,2,3632222North-Left1
36,3,2,2,2,2,North-Right1,2646.73,88,40,6,3,2,3632222North-Right1
36,3,2,2,2,2,North-Right2,0,0,0,0,0,2,3632222North-Right2
36,3,2,2,2,2,South-Left2,0,0,0,0,0,2,3632222South-Left2
